fecha_datos,isla,fecha,pcr_total,pcr_positivos,pcr_porcentaje_positivos,pcr_porcentaje_positivos_7dias
29/03/2022,LA PALMA,24/08/2021,326,7,"2,147239263803681","1,369141653501843"
29/03/2022,LA PALMA,25/08/2021,379,6,"1,58311345646438","1,508060322412897"
29/03/2022,LA PALMA,26/08/2021,278,4,"1,438848920863309","1,490154337413518"
29/03/2022,LA PALMA,27/08/2021,176,1,"0,568181818181818","1,437371663244353"
29/03/2022,LA PALMA,28/08/2021,183,3,"1,639344262295082","1,286173633440515"
29/03/2022,LA PALMA,29/08/2021,66,2,"3,03030303030303","1,4420410427066"
29/03/2022,LA PALMA,30/08/2021,189,0,0,"1,585437463300059"
29/03/2022,LA PALMA,31/08/2021,226,7,"3,097345132743363","1,440200375704446"
29/03/2022,LA PALMA,01/09/2021,208,0,0,"1,536406145624583"
29/03/2022,LA PALMA,02/09/2021,214,4,"1,869158878504673","1,282051282051282"
29/03/2022,LA PALMA,03/09/2021,162,0,0,"1,347068145800317"
29/03/2022,LA PALMA,04/09/2021,125,0,0,"1,282051282051282"
29/03/2022,LA PALMA,05/09/2021,55,1,"1,818181818181818","1,092436974789916"
29/03/2022,LA PALMA,06/09/2021,156,3,"1,923076923076923","1,017811704834606"
29/03/2022,LA PALMA,07/09/2021,148,1,"0,675675675675676","1,308900523560209"
29/03/2022,LA PALMA,08/09/2021,114,0,0,"0,842696629213483"
29/03/2022,LA PALMA,09/09/2021,205,3,"1,463414634146341","0,924024640657084"
29/03/2022,LA PALMA,10/09/2021,227,1,"0,440528634361233","0,829015544041451"
29/03/2022,LA PALMA,11/09/2021,89,2,"2,247191011235955","0,87378640776699"
29/03/2022,LA PALMA,12/09/2021,58,0,0,"1,106639839034205"
29/03/2022,LA PALMA,13/09/2021,50,0,0,"1,003009027081244"
29/03/2022,LA PALMA,14/09/2021,121,1,"0,826446280991736","0,785634118967452"
29/03/2022,LA PALMA,15/09/2021,148,0,0,"0,810185185185185"
29/03/2022,LA PALMA,16/09/2021,252,2,"0,793650793650794","0,779510022271715"
29/03/2022,LA PALMA,17/09/2021,219,2,"0,91324200913242","0,634920634920635"
29/03/2022,LA PALMA,18/09/2021,123,0,0,"0,747065101387407"
29/03/2022,LA PALMA,19/09/2021,74,1,"1,351351351351351","0,514933058702369"
29/03/2022,LA PALMA,20/09/2021,122,1,"0,819672131147541","0,60790273556231"
29/03/2022,LA PALMA,21/09/2021,99,0,0,"0,661000944287063"
29/03/2022,LA PALMA,22/09/2021,94,3,"3,191489361702128","0,578592092574735"
29/03/2022,LA PALMA,23/09/2021,93,2,"2,150537634408602","0,915564598168871"
29/03/2022,LA PALMA,24/09/2021,60,1,"1,666666666666667","1,092233009708738"
29/03/2022,LA PALMA,25/09/2021,116,3,"2,586206896551724","1,203007518796992"
29/03/2022,LA PALMA,26/09/2021,49,0,0,"1,671732522796353"
29/03/2022,LA PALMA,27/09/2021,133,8,"6,015037593984962","1,579778830963665"
29/03/2022,LA PALMA,28/09/2021,171,1,"0,584795321637427","2,639751552795031"
29/03/2022,LA PALMA,29/09/2021,96,0,0,"2,513966480446928"
29/03/2022,LA PALMA,30/09/2021,90,1,"1,111111111111111","2,089136490250696"
29/03/2022,LA PALMA,01/10/2021,76,1,"1,315789473684211","1,958041958041958"
29/03/2022,LA PALMA,02/10/2021,82,1,"1,219512195121951","1,915184678522572"
29/03/2022,LA PALMA,03/10/2021,100,1,1,"1,721664275466284"
29/03/2022,LA PALMA,04/10/2021,93,0,0,"1,737967914438503"
29/03/2022,LA PALMA,05/10/2021,119,1,"0,840336134453782","0,706214689265537"
29/03/2022,LA PALMA,06/10/2021,108,1,"0,925925925925926","0,76219512195122"
29/03/2022,LA PALMA,07/10/2021,65,1,"1,538461538461539","0,898203592814371"
29/03/2022,LA PALMA,08/10/2021,54,0,0,"0,933125972006221"
29/03/2022,LA PALMA,09/10/2021,62,0,0,"0,805152979066023"
29/03/2022,LA PALMA,10/10/2021,42,0,0,"0,665557404326123"
29/03/2022,LA PALMA,11/10/2021,64,1,"1,5625","0,552486187845304"
29/03/2022,LA PALMA,12/10/2021,89,2,"2,247191011235955","0,778210116731518"
29/03/2022,LA PALMA,13/10/2021,62,0,0,"1,033057851239669"
29/03/2022,LA PALMA,14/10/2021,76,0,0,"0,91324200913242"
29/03/2022,LA PALMA,15/10/2021,83,0,0,"0,66815144766147"
29/03/2022,LA PALMA,16/10/2021,60,0,0,"0,627615062761506"
29/03/2022,LA PALMA,17/10/2021,65,0,0,"0,630252100840336"
29/03/2022,LA PALMA,18/10/2021,119,0,0,"0,601202404809619"
29/03/2022,LA PALMA,19/10/2021,120,0,0,"0,36101083032491"
29/03/2022,LA PALMA,20/10/2021,65,0,0,0
29/03/2022,LA PALMA,21/10/2021,88,1,"1,136363636363637",0
29/03/2022,LA PALMA,22/10/2021,88,3,"3,409090909090909","0,166666666666667"
29/03/2022,LA PALMA,23/10/2021,69,0,0,"0,661157024793388"
29/03/2022,LA PALMA,24/10/2021,73,0,0,"0,651465798045603"
29/03/2022,LA PALMA,25/10/2021,157,1,"0,636942675159236","0,643086816720257"
29/03/2022,LA PALMA,26/10/2021,135,1,"0,740740740740741","0,757575757575758"
29/03/2022,LA PALMA,27/10/2021,203,18,"8,866995073891626","0,888888888888889"
29/03/2022,LA PALMA,28/10/2021,111,1,"0,900900900900901","2,952029520295203"
29/03/2022,LA PALMA,29/10/2021,57,0,0,"2,870813397129187"
29/03/2022,LA PALMA,30/10/2021,61,4,"6,557377049180328","2,608695652173913"
29/03/2022,LA PALMA,31/10/2021,74,4,"5,405405405405405","3,136762860727729"
29/03/2022,LA PALMA,01/11/2021,96,3,"3,125","3,634085213032582"
29/03/2022,LA PALMA,02/11/2021,121,0,0,"4,206241519674355"
29/03/2022,LA PALMA,03/11/2021,137,5,"3,64963503649635","4,149377593360996"
29/03/2022,LA PALMA,04/11/2021,94,3,"3,191489361702128","2,58751902587519"
29/03/2022,LA PALMA,05/11/2021,113,0,0,"2,96875"
29/03/2022,LA PALMA,06/11/2021,83,3,"3,614457831325301","2,729885057471265"
29/03/2022,LA PALMA,07/11/2021,70,4,"5,714285714285714","2,506963788300836"
29/03/2022,LA PALMA,08/11/2021,93,0,0,"2,521008403361345"
29/03/2022,LA PALMA,09/11/2021,96,1,"1,041666666666667","2,109704641350211"
29/03/2022,LA PALMA,10/11/2021,93,0,0,"2,332361516034986"
29/03/2022,LA PALMA,11/11/2021,95,4,"4,210526315789474","1,713395638629284"
29/03/2022,LA PALMA,12/11/2021,89,3,"3,370786516853932","1,866251944012442"
29/03/2022,LA PALMA,13/11/2021,90,2,"2,222222222222222","2,423263327948304"
29/03/2022,LA PALMA,14/11/2021,111,6,"5,405405405405405","2,236421725239617"
29/03/2022,LA PALMA,15/11/2021,203,1,"0,492610837438424","2,39880059970015"
29/03/2022,LA PALMA,16/11/2021,104,0,0,"2,187902187902188"
29/03/2022,LA PALMA,17/11/2021,138,7,"5,072463768115942","2,038216560509554"
29/03/2022,LA PALMA,18/11/2021,188,3,"1,595744680851064","2,771084337349397"
29/03/2022,LA PALMA,19/11/2021,114,4,"3,508771929824561","2,38353196099675"
29/03/2022,LA PALMA,20/11/2021,210,7,"3,333333333333334","2,426160337552743"
29/03/2022,LA PALMA,21/11/2021,227,4,"1,762114537444934","2,621722846441948"
29/03/2022,LA PALMA,22/11/2021,166,1,"0,602409638554217","2,195945945945946"
29/03/2022,LA PALMA,23/11/2021,230,10,"4,347826086956522","2,266782911944202"
29/03/2022,LA PALMA,24/11/2021,356,14,"3,932584269662921","2,827965435978005"
29/03/2022,LA PALMA,25/11/2021,195,0,0,"2,883970489604292"
29/03/2022,LA PALMA,26/11/2021,149,2,"1,342281879194631","2,67022696929239"
29/03/2022,LA PALMA,27/11/2021,160,5,"3,125","2,478799739073712"
29/03/2022,LA PALMA,28/11/2021,183,3,"1,639344262295082","2,427511800404585"
29/03/2022,LA PALMA,29/11/2021,216,2,"0,925925925925926","2,432244614315497"
29/03/2022,LA PALMA,30/11/2021,385,19,"4,935064935064935","2,41773002014775"
29/03/2022,LA PALMA,01/12/2021,319,15,"4,702194357366771","2,737226277372263"
29/03/2022,LA PALMA,02/12/2021,428,16,"3,738317757009346","2,862476664592408"
29/03/2022,LA PALMA,03/12/2021,310,9,"2,903225806451613","3,369565217391304"
29/03/2022,LA PALMA,04/12/2021,144,10,"6,944444444444445","3,448275862068965"
29/03/2022,LA PALMA,05/12/2021,120,6,5,"3,727959697732997"
29/03/2022,LA PALMA,06/12/2021,169,3,"1,775147928994083","4,006243496357961"
29/03/2022,LA PALMA,07/12/2021,250,16,"6,4","4,16"
29/03/2022,LA PALMA,08/12/2021,214,15,"7,009345794392523","4,310344827586207"
29/03/2022,LA PALMA,09/12/2021,273,10,"3,663003663003663","4,587155963302752"
29/03/2022,LA PALMA,10/12/2021,292,14,"4,794520547945205","4,662162162162162"
29/03/2022,LA PALMA,11/12/2021,257,8,"3,11284046692607","5,06155950752394"
29/03/2022,LA PALMA,12/12/2021,251,9,"3,585657370517928","4,571428571428571"
29/03/2022,LA PALMA,13/12/2021,314,13,"4,140127388535032","4,396248534583822"
29/03/2022,LA PALMA,14/12/2021,453,10,"2,207505518763797","4,592112371690978"
29/03/2022,LA PALMA,15/12/2021,430,25,"5,813953488372093","3,846153846153846"
29/03/2022,LA PALMA,16/12/2021,665,29,"4,360902255639098","3,920704845814978"
29/03/2022,LA PALMA,17/12/2021,534,30,"5,617977528089888","4,05709992486852"
29/03/2022,LA PALMA,18/12/2021,277,15,"5,415162454873646","4,269972451790633"
29/03/2022,LA PALMA,19/12/2021,440,21,"4,772727272727273","4,480164158686731"
29/03/2022,LA PALMA,20/12/2021,461,32,"6,941431670281996","4,593639575971731"
29/03/2022,LA PALMA,21/12/2021,541,46,"8,502772643253234","4,969325153374233"
29/03/2022,LA PALMA,22/12/2021,716,61,"8,519553072625698","5,913978494623656"
29/03/2022,LA PALMA,23/12/2021,675,57,"8,444444444444445","6,439185470555861"
29/03/2022,LA PALMA,24/12/2021,359,61,"16,991643454038996","7,189901207464325"
29/03/2022,LA PALMA,25/12/2021,86,18,"20,930232558139537","8,446238108965119"
29/03/2022,LA PALMA,26/12/2021,442,61,"13,800904977375566","9,029896278218425"
29/03/2022,LA PALMA,27/12/2021,472,99,"20,97457627118644","10,24390243902439"
29/03/2022,LA PALMA,28/12/2021,490,114,"23,26530612244898","12,24551807961106"
29/03/2022,LA PALMA,29/12/2021,573,165,"28,79581151832461","14,537037037037036"
29/03/2022,LA PALMA,30/12/2021,346,224,"64,73988439306359","18,56635453664837"
29/03/2022,LA PALMA,31/12/2021,371,228,"61,455525606469","26,80635838150289"
29/03/2022,LA PALMA,01/01/2022,69,23,"33,333333333333336","32,697841726618705"
29/03/2022,LA PALMA,02/01/2022,300,183,61,"33,07998552298226"
29/03/2022,LA PALMA,03/01/2022,347,201,"57,92507204610951","39,52689813048455"
29/03/2022,LA PALMA,04/01/2022,488,302,"61,885245901639344","45,592948717948715"
29/03/2022,LA PALMA,05/01/2022,443,261,"58,91647855530474","53,167602245388935"
29/03/2022,LA PALMA,06/01/2022,31,13,"41,935483870967744","60,15228426395939"
29/03/2022,LA PALMA,07/01/2022,511,381,"74,55968688845401","59,1020009760859"
29/03/2022,LA PALMA,08/01/2022,342,221,"64,61988304093568","62,311557788944725"
29/03/2022,LA PALMA,09/01/2022,247,89,"36,03238866396761","63,444354183590576"
29/03/2022,LA PALMA,10/01/2022,622,289,"46,463022508038584","60,938148609381486"
29/03/2022,LA PALMA,11/01/2022,555,323,"58,1981981981982","57,97317436661699"
29/03/2022,LA PALMA,12/01/2022,790,610,"77,21518987341773","57,32460923300618"
29/03/2022,LA PALMA,13/01/2022,566,333,"58,8339222614841","62,16914138153648"
29/03/2022,LA PALMA,14/01/2022,571,291,"50,96322241681261","61,82218552160749"
29/03/2022,LA PALMA,15/01/2022,316,169,"53,48101265822785","58,38072028161386"
29/03/2022,LA PALMA,16/01/2022,69,25,"36,231884057971016","57,37660212707936"
29/03/2022,LA PALMA,17/01/2022,312,136,"43,58974358974359","58,46947549441101"
29/03/2022,LA PALMA,18/01/2022,605,467,"77,1900826446281","59,35828877005348"
29/03/2022,LA PALMA,19/01/2022,361,218,"60,38781163434903","62,89873025704553"
29/03/2022,LA PALMA,20/01/2022,310,213,"68,70967741935483","58,535714285714285"
29/03/2022,LA PALMA,21/01/2022,290,194,"66,89655172413794","59,709119496855344"
29/03/2022,LA PALMA,22/01/2022,168,45,"26,785714285714285","62,836942112240386"
29/03/2022,LA PALMA,23/01/2022,61,15,"24,59016393442623","61,371158392434985"
29/03/2022,LA PALMA,24/01/2022,405,327,"80,74074074074075","61,12956810631229"
29/03/2022,LA PALMA,25/01/2022,323,183,"56,656346749226","67,22727272727273"
29/03/2022,LA PALMA,26/01/2022,190,133,70,"62,30448383733055"
29/03/2022,LA PALMA,27/01/2022,170,112,"65,88235294117646","63,53749284487693"
29/03/2022,LA PALMA,28/01/2022,180,117,65,"62,787803360298696"
29/03/2022,LA PALMA,29/01/2022,171,85,"49,707602339181285","62,25784903139613"
29/03/2022,LA PALMA,30/01/2022,41,5,"12,195121951219512","64,8"
29/03/2022,LA PALMA,31/01/2022,265,198,"74,71698113207547",65
29/03/2022,LA PALMA,01/02/2022,343,90,"26,239067055393587","62,16417910447761"
29/03/2022,LA PALMA,02/02/2022,462,92,"19,913419913419915","54,411764705882355"
29/03/2022,LA PALMA,03/02/2022,294,91,"30,952380952380953","42,830882352941174"
29/03/2022,LA PALMA,04/02/2022,299,91,"30,434782608695652","38,61047835990888"
29/03/2022,LA PALMA,05/02/2022,204,55,"26,96078431372549","34,77333333333333"
29/03/2022,LA PALMA,06/02/2022,40,7,"17,5","32,59958071278826"
29/03/2022,LA PALMA,07/02/2022,378,141,"37,301587301587304","32,72155217619297"
29/03/2022,LA PALMA,08/02/2022,182,62,"34,065934065934066","28,06930693069307"
29/03/2022,LA PALMA,09/02/2022,312,72,"23,076923076923077","28,994082840236686"
29/03/2022,LA PALMA,10/02/2022,245,60,"24,489795918367346","30,36863662960796"
29/03/2022,LA PALMA,11/02/2022,234,61,"26,068376068376068","29,397590361445783"
29/03/2022,LA PALMA,12/02/2022,168,30,"17,857142857142858","28,71473354231975"
29/03/2022,LA PALMA,13/02/2022,43,7,"16,27906976744186","27,77421423989737"
29/03/2022,LA PALMA,14/02/2022,248,86,"34,67741935483871","27,720870678617157"
29/03/2022,LA PALMA,15/02/2022,170,58,"34,11764705882353","26,39664804469274"
29/03/2022,LA PALMA,16/02/2022,175,50,"28,571428571428573","26,338028169014084"
29/03/2022,LA PALMA,17/02/2022,201,59,"29,35323383084577","27,435697583788"
29/03/2022,LA PALMA,18/02/2022,222,51,"22,972972972972972","28,329297820823246"
29/03/2022,LA PALMA,19/02/2022,216,39,"18,055555555555557","27,791361043194783"
29/03/2022,LA PALMA,20/02/2022,30,4,"13,333333333333334","27,45098039215686"
29/03/2022,LA PALMA,21/02/2022,434,73,"16,820276497695854","27,496038034865293"
29/03/2022,LA PALMA,22/02/2022,398,54,"13,5678391959799","23,066298342541437"
29/03/2022,LA PALMA,23/02/2022,391,45,"11,508951406649617","19,689737470167064"
29/03/2022,LA PALMA,24/02/2022,236,56,"23,728813559322035","17,177589852008456"
29/03/2022,LA PALMA,25/02/2022,225,57,"25,333333333333332","16,709911779968863"
29/03/2022,LA PALMA,26/02/2022,249,37,"14,859437751004016","16,99481865284974"
29/03/2022,LA PALMA,27/02/2022,32,4,"12,5","16,607233825776873"
29/03/2022,LA PALMA,28/02/2022,259,52,"20,077220077220076","16,59033078880407"
29/03/2022,LA PALMA,01/03/2022,207,41,"19,806763285024154","17,039106145251395"
29/03/2022,LA PALMA,02/03/2022,188,60,"31,914893617021278","18,2614133833646"
29/03/2022,LA PALMA,03/03/2022,236,75,"31,779661016949152","21,991404011461317"
29/03/2022,LA PALMA,04/03/2022,373,65,"17,42627345844504","23,35243553008596"
29/03/2022,LA PALMA,05/03/2022,159,30,"18,867924528301888","21,632124352331605"
29/03/2022,LA PALMA,06/03/2022,51,9,"17,647058823529413","22,48968363136176"
29/03/2022,LA PALMA,07/03/2022,362,122,"33,70165745856354","22,539035980991173"
29/03/2022,LA PALMA,08/03/2022,397,106,"26,700251889168765","25,507614213197968"
29/03/2022,LA PALMA,09/03/2022,278,105,"37,76978417266187","26,443941109852776"
29/03/2022,LA PALMA,10/03/2022,434,90,"20,737327188940093","27,586206896551722"
29/03/2022,LA PALMA,11/03/2022,333,106,"31,83183183183183","25,657254138266797"
29/03/2022,LA PALMA,12/03/2022,172,59,"34,30232558139535","28,202581926514398"
29/03/2022,LA PALMA,13/03/2022,82,18,"21,951219512195124","29,452392698569316"
29/03/2022,LA PALMA,14/03/2022,469,149,"31,769722814498934","29,44606413994169"
29/03/2022,LA PALMA,15/03/2022,509,139,"27,308447937131632","29,237875288683604"
29/03/2022,LA PALMA,16/03/2022,309,107,"34,627831715210355","29,24901185770751"
29/03/2022,LA PALMA,17/03/2022,375,118,"31,466666666666665","28,942807625649912"
29/03/2022,LA PALMA,18/03/2022,338,137,"40,532544378698226","30,947087594486437"
29/03/2022,LA PALMA,19/03/2022,219,52,"23,744292237442924","32,25377107364685"
29/03/2022,LA PALMA,20/03/2022,148,31,"20,945945945945947","31,290743155149936"
29/03/2022,LA PALMA,21/03/2022,524,147,"28,053435114503817","30,967469370511196"
29/03/2022,LA PALMA,22/03/2022,419,96,"22,911694510739856","30,18166804293972"
29/03/2022,LA PALMA,23/03/2022,387,131,"33,85012919896641","29,502572898799315"
29/03/2022,LA PALMA,24/03/2022,322,90,"27,950310559006212","29,543568464730292"
29/03/2022,LA PALMA,25/03/2022,390,104,"26,666666666666668","29,019940602460757"
29/03/2022,LA PALMA,26/03/2022,120,36,30,"27,023661270236612"
29/03/2022,LA PALMA,27/03/2022,63,18,"28,571428571428573","27,48917748917749"
29/03/2022,LA PALMA,28/03/2022,298,78,"26,174496644295303","27,95505617977528"
29/03/2022,LA GOMERA,01/01/2021,7,1,"14,285714285714286","12,459016393442623"
29/03/2022,LA GOMERA,02/01/2021,17,1,"5,882352941176471","13,087248322147651"
29/03/2022,LA GOMERA,03/01/2021,10,0,0,"11,11111111111111"
29/03/2022,LA GOMERA,04/01/2021,47,6,"12,76595744680851","10,671936758893281"
29/03/2022,LA GOMERA,05/01/2021,64,2,"3,125","11,711711711711711"
29/03/2022,LA GOMERA,06/01/2021,6,0,0,"10,38961038961039"
29/03/2022,LA GOMERA,07/01/2021,46,1,"2,173913043478261","7,97872340425532"
29/03/2022,LA GOMERA,08/01/2021,179,6,"3,35195530726257","5,583756345177665"
29/03/2022,LA GOMERA,09/01/2021,63,5,"7,936507936507937","4,336043360433604"
29/03/2022,LA GOMERA,10/01/2021,10,0,0,"4,819277108433735"
29/03/2022,LA GOMERA,11/01/2021,161,2,"1,24223602484472","4,819277108433735"
29/03/2022,LA GOMERA,12/01/2021,101,0,0,"3,024574669187146"
29/03/2022,LA GOMERA,13/01/2021,53,5,"9,433962264150944","2,473498233215548"
29/03/2022,LA GOMERA,14/01/2021,164,2,"1,219512195121951","3,099510603588907"
29/03/2022,LA GOMERA,15/01/2021,19,0,0,"2,735978112175103"
29/03/2022,LA GOMERA,16/01/2021,25,0,0,"2,45183887915937"
29/03/2022,LA GOMERA,17/01/2021,3,0,0,"1,688555347091933"
29/03/2022,LA GOMERA,18/01/2021,43,4,"9,30232558139535","1,711026615969582"
29/03/2022,LA GOMERA,19/01/2021,18,0,0,"2,696078431372549"
29/03/2022,LA GOMERA,20/01/2021,24,1,"4,166666666666667","3,384615384615385"
29/03/2022,LA GOMERA,21/01/2021,45,1,"2,222222222222222","2,364864864864865"
29/03/2022,LA GOMERA,22/01/2021,30,0,0,"3,389830508474576"
29/03/2022,LA GOMERA,23/01/2021,19,0,0,"3,191489361702128"
29/03/2022,LA GOMERA,24/01/2021,10,0,0,"3,296703296703297"
29/03/2022,LA GOMERA,25/01/2021,16,0,0,"3,174603174603174"
29/03/2022,LA GOMERA,26/01/2021,97,24,"24,742268041237114","1,234567901234568"
29/03/2022,LA GOMERA,27/01/2021,20,0,0,"10,78838174273859"
29/03/2022,LA GOMERA,28/01/2021,22,0,0,"10,548523206751055"
29/03/2022,LA GOMERA,29/01/2021,32,1,"3,125","11,214953271028037"
29/03/2022,LA GOMERA,30/01/2021,26,0,0,"11,574074074074074"
29/03/2022,LA GOMERA,31/01/2021,7,0,0,"11,210762331838565"
29/03/2022,LA GOMERA,01/02/2021,11,0,0,"11,363636363636363"
29/03/2022,LA GOMERA,02/02/2021,34,0,0,"11,627906976744185"
29/03/2022,LA GOMERA,03/02/2021,54,1,"1,851851851851852","0,657894736842105"
29/03/2022,LA GOMERA,04/02/2021,116,0,0,"1,075268817204301"
29/03/2022,LA GOMERA,05/02/2021,154,0,0,"0,714285714285714"
29/03/2022,LA GOMERA,06/02/2021,24,0,0,"0,248756218905473"
29/03/2022,LA GOMERA,07/02/2021,11,0,0,"0,25"
29/03/2022,LA GOMERA,08/02/2021,83,0,0,"0,247524752475248"
29/03/2022,LA GOMERA,09/02/2021,56,0,0,"0,210084033613445"
29/03/2022,LA GOMERA,10/02/2021,74,0,0,"0,200803212851406"
29/03/2022,LA GOMERA,11/02/2021,35,0,0,0
29/03/2022,LA GOMERA,12/02/2021,35,3,"8,571428571428571",0
29/03/2022,LA GOMERA,13/02/2021,13,0,0,"0,943396226415094"
29/03/2022,LA GOMERA,14/02/2021,10,0,0,"0,977198697068404"
29/03/2022,LA GOMERA,15/02/2021,19,0,0,"0,980392156862745"
29/03/2022,LA GOMERA,16/02/2021,17,1,"5,882352941176471","1,239669421487603"
29/03/2022,LA GOMERA,17/02/2021,32,0,0,"1,970443349753695"
29/03/2022,LA GOMERA,18/02/2021,17,0,0,"2,484472049689441"
29/03/2022,LA GOMERA,19/02/2021,28,0,0,"2,797202797202797"
29/03/2022,LA GOMERA,20/02/2021,15,0,0,"0,735294117647059"
29/03/2022,LA GOMERA,21/02/2021,14,0,0,"0,72463768115942"
29/03/2022,LA GOMERA,22/02/2021,24,0,0,"0,704225352112676"
29/03/2022,LA GOMERA,23/02/2021,24,1,"4,166666666666667","0,680272108843537"
29/03/2022,LA GOMERA,24/02/2021,12,0,0,"0,649350649350649"
29/03/2022,LA GOMERA,25/02/2021,20,3,15,"0,746268656716418"
29/03/2022,LA GOMERA,26/02/2021,71,4,"5,633802816901408","2,91970802919708"
29/03/2022,LA GOMERA,27/02/2021,34,0,0,"4,444444444444445"
29/03/2022,LA GOMERA,28/02/2021,11,0,0,"4,020100502512563"
29/03/2022,LA GOMERA,01/03/2021,18,0,0,"4,081632653061225"
29/03/2022,LA GOMERA,02/03/2021,37,2,"5,405405405405405","4,210526315789474"
29/03/2022,LA GOMERA,03/03/2021,95,2,"2,105263157894737","4,433497536945813"
29/03/2022,LA GOMERA,04/03/2021,65,2,"3,076923076923077","3,846153846153846"
29/03/2022,LA GOMERA,05/03/2021,76,1,"1,315789473684211","3,021148036253777"
29/03/2022,LA GOMERA,06/03/2021,17,1,"5,882352941176471","2,083333333333334"
29/03/2022,LA GOMERA,07/03/2021,13,0,0,"2,507836990595612"
29/03/2022,LA GOMERA,08/03/2021,45,0,0,"2,49221183800623"
29/03/2022,LA GOMERA,09/03/2021,44,0,0,"2,298850574712644"
29/03/2022,LA GOMERA,10/03/2021,35,2,"5,714285714285714","1,690140845070423"
29/03/2022,LA GOMERA,11/03/2021,24,0,0,"2,033898305084746"
29/03/2022,LA GOMERA,12/03/2021,25,4,16,"1,574803149606299"
29/03/2022,LA GOMERA,13/03/2021,40,0,0,"3,448275862068965"
29/03/2022,LA GOMERA,14/03/2021,16,2,"12,5","2,654867256637168"
29/03/2022,LA GOMERA,15/03/2021,25,0,0,"3,493449781659389"
29/03/2022,LA GOMERA,16/03/2021,35,0,0,"3,827751196172249"
29/03/2022,LA GOMERA,17/03/2021,30,1,"3,333333333333334",4
29/03/2022,LA GOMERA,18/03/2021,37,0,0,"3,58974358974359"
29/03/2022,LA GOMERA,19/03/2021,16,0,0,"3,365384615384615"
29/03/2022,LA GOMERA,20/03/2021,15,0,0,"1,507537688442211"
29/03/2022,LA GOMERA,21/03/2021,7,0,0,"1,724137931034483"
29/03/2022,LA GOMERA,22/03/2021,24,0,0,"0,606060606060606"
29/03/2022,LA GOMERA,23/03/2021,52,0,0,"0,609756097560976"
29/03/2022,LA GOMERA,24/03/2021,12,0,0,"0,552486187845304"
29/03/2022,LA GOMERA,25/03/2021,20,0,0,0
29/03/2022,LA GOMERA,26/03/2021,25,0,0,0
29/03/2022,LA GOMERA,27/03/2021,13,0,0,0
29/03/2022,LA GOMERA,28/03/2021,12,1,"8,333333333333334",0
29/03/2022,LA GOMERA,29/03/2021,60,1,"1,666666666666667","0,632911392405063"
29/03/2022,LA GOMERA,30/03/2021,42,0,0,"1,030927835051546"
29/03/2022,LA GOMERA,31/03/2021,25,2,8,"1,08695652173913"
29/03/2022,LA GOMERA,01/04/2021,35,0,0,"2,030456852791878"
29/03/2022,LA GOMERA,02/04/2021,5,0,0,"1,886792452830189"
29/03/2022,LA GOMERA,03/04/2021,28,0,0,"2,083333333333334"
29/03/2022,LA GOMERA,04/04/2021,14,0,0,"1,932367149758454"
29/03/2022,LA GOMERA,05/04/2021,62,0,0,"1,435406698564593"
29/03/2022,LA GOMERA,06/04/2021,23,0,0,"0,947867298578199"
29/03/2022,LA GOMERA,07/04/2021,45,0,0,"1,041666666666667"
29/03/2022,LA GOMERA,08/04/2021,35,0,0,0
29/03/2022,LA GOMERA,09/04/2021,32,2,"6,25",0
29/03/2022,LA GOMERA,10/04/2021,10,0,0,"0,836820083682008"
29/03/2022,LA GOMERA,11/04/2021,12,0,0,"0,904977375565611"
29/03/2022,LA GOMERA,12/04/2021,34,1,"2,941176470588236","0,91324200913242"
29/03/2022,LA GOMERA,13/04/2021,26,0,0,"1,570680628272251"
29/03/2022,LA GOMERA,14/04/2021,47,2,"4,25531914893617","1,54639175257732"
29/03/2022,LA GOMERA,15/04/2021,33,0,0,"2,551020408163265"
29/03/2022,LA GOMERA,16/04/2021,28,0,0,"2,577319587628866"
29/03/2022,LA GOMERA,17/04/2021,3,0,0,"1,578947368421053"
29/03/2022,LA GOMERA,18/04/2021,23,0,0,"1,639344262295082"
29/03/2022,LA GOMERA,19/04/2021,42,0,0,"1,54639175257732"
29/03/2022,LA GOMERA,20/04/2021,12,0,0,"0,99009900990099"
29/03/2022,LA GOMERA,21/04/2021,35,0,0,"1,063829787234043"
29/03/2022,LA GOMERA,22/04/2021,14,0,0,0
29/03/2022,LA GOMERA,23/04/2021,30,1,"3,333333333333334",0
29/03/2022,LA GOMERA,24/04/2021,5,0,0,"0,628930817610063"
29/03/2022,LA GOMERA,25/04/2021,20,0,0,"0,62111801242236"
29/03/2022,LA GOMERA,26/04/2021,44,1,"2,272727272727273","0,632911392405063"
29/03/2022,LA GOMERA,27/04/2021,19,0,0,"1,25"
29/03/2022,LA GOMERA,28/04/2021,12,0,0,"1,197604790419162"
29/03/2022,LA GOMERA,29/04/2021,38,1,"2,631578947368421","1,388888888888889"
29/03/2022,LA GOMERA,30/04/2021,15,0,0,"1,785714285714286"
29/03/2022,LA GOMERA,01/05/2021,17,0,0,"1,30718954248366"
29/03/2022,LA GOMERA,02/05/2021,7,0,0,"1,212121212121212"
29/03/2022,LA GOMERA,03/05/2021,38,1,"2,631578947368421","1,315789473684211"
29/03/2022,LA GOMERA,04/05/2021,27,0,0,"1,36986301369863"
29/03/2022,LA GOMERA,05/05/2021,18,0,0,"1,298701298701299"
