isla,fecha,numero_casos,ia_7dias,ia_14dias,pcr_total,pcr_positivos,pcr_porcentaje_positivos,pcr_porcentaje_positivos_7dias,Urg_ingr,Urg_cv,HPT_cv19,HPT_nocv19,CCR_cv19,CCR_nocv19,CSR_cv19,CSR_nocv19,tmed,prec,tmin,tmax,dir,velmedia,racha,sol,presMax,presMin,hrMedia,hrMax,hrMin
FUERTEVENTURA,2022-02-10,58,409.2473190124612,878.6289379614473,389,63,16.195372750642672,24.03885066774585,16,1,9,87,2,6,0,0,21.0,0.0,17.4,24.7,99.0,3.1,7.8,6.6,1021.2,1018.4,43.0,74.0,26.0
GRAN CANARIA,2022-02-10,351,336.40319758369463,803.8376614951591,2092,474,22.65774378585086,23.78610940381069,258,19,335,1551,51,78,0,20,22.0,0.0,17.5,26.4,18.0,4.4,10.8,9.7,1018.6,1015.1,36.0,59.0,20.0
LA PALMA,2022-02-11,57,523.6166694624841,1246.1357808718158,234,61,26.068376068376068,29.397590361445783,14,0,4,123,0,3,0,0,21.0,0.0,18.4,23.6,1.0,2.2,9.7,9.1,1019.7,1016.6,66.0,82.0,26.0
LANZAROTE,2022-02-11,47,203.45031191435837,452.4683593048032,841,59,7.015457788347206,8.723316912972086,28,2,6,160,0,4,0,0,20.4,0.0,14.9,25.9,99.0,2.5,8.3,5.7,1022.7,1018.9,52.0,69.0,23.0
TENERIFE,2022-02-11,299,218.93078212025796,490.9520096833526,2569,437,17.010509926041262,17.81108192022928,226,9,225,1502,35,65,0,13,22.2,0.0,18.7,25.7,32.0,0.8,9.4,9.1,1020.2,1016.9,54.0,70.0,23.0
EL HIERRO,2022-02-11,2,753.5659818785323,1955.6831434466676,17,2,11.764705882352942,24.840764331210192,3,0,2,9,0,0,0,0,21.8,0.0,17.7,26.0,17.0,1.7,10.3,9.4,1020.7,1017.6,50.0,77.0,14.0
GRAN CANARIA,2022-02-11,376,318.168694865468,742.9390979297995,2227,486,21.823080377189044,23.370398773006134,206,18,308,1496,50,69,0,7,20.2,0.0,16.7,23.7,4.0,2.5,6.7,8.3,1019.1,1015.9,41.0,77.0,19.0
LA GOMERA,2022-02-11,9,359.8117907556048,682.7198081003783,119,16,13.445378151260504,31.661442006269592,2,0,1,14,0,0,0,0,22.2,0.0,19.2,25.1,14.0,1.1,6.1,8.5,999.0,996.2,21.0,45.0,14.0
FUERTEVENTURA,2022-02-11,33,389.2025523669529,837.7042060602012,368,46,12.5,22.89890377588307,24,0,8,91,1,7,0,0,20.4,0.0,15.6,25.1,99.0,2.5,7.2,4.7,1021.1,1018.1,61.0,74.0,25.0
LANZAROTE,2022-02-12,18,207.30110646163325,438.990578389341,177,22,12.429378531073446,8.417308832246592,14,1,6,173,1,4,0,0,19.9,0.0,14.0,25.8,35.0,6.1,12.8,10.0,1021.0,1018.6,62.0,90.0,28.0
FUERTEVENTURA,2022-02-12,46,345.77222463501823,790.0978852771188,210,54,25.714285714285715,21.08177172061329,8,2,10,78,1,7,0,0,18.6,0.0,15.2,22.0,99.0,4.2,7.8,9.9,1019.9,1017.6,70.0,82.0,43.0
LA PALMA,2022-02-12,25,497.2561048671188,1198.207481607515,168,30,17.857142857142858,28.71473354231975,11,1,3,122,1,3,0,0,19.2,0.0,17.5,21.0,3.0,6.4,12.8,5.1,1020.0,1017.0,71.0,86.0,63.0
TENERIFE,2022-02-12,163,212.68484736227717,465.21445093925934,1576,217,13.769035532994923,17.355072463768117,124,5,218,1490,34,54,0,13,20.8,0.0,17.9,23.7,32.0,5.0,12.2,10.2,1019.8,1016.7,58.0,68.0,39.0
GRAN CANARIA,2022-02-12,240,301.2199583645521,704.7167749242859,1530,322,21.045751633986928,23.04614563883702,109,14,314,1455,49,67,0,2,19.8,0.0,17.0,22.7,3.0,9.4,16.1,10.4,1018.5,1015.5,58.0,74.0,41.0
EL HIERRO,2022-02-12,4,627.9716515654436,1821.1177895397864,7,2,28.571428571428573,22.916666666666668,2,0,2,10,0,0,0,0,19.8,0.0,18.6,21.0,99.0,5.8,11.4,7.1,1021.4,1018.5,74.0,85.0,65.0
LA GOMERA,2022-02-12,10,382.8766491373743,678.1068364240243,46,17,36.95652173913044,25.7985257985258,1,0,1,14,0,0,0,0,19.8,0.0,17.0,22.5,1.0,3.3,8.3,9.7,998.2,995.4,59.0,75.0,22.0
EL HIERRO,2022-02-13,2,547.2324392213152,1596.8421996949853,4,2,50.0,22.377622377622377,2,0,2,12,0,0,0,0,19.2,0.0,18.1,20.4,99.0,5.6,10.8,8.5,1021.5,1018.2,72.0,79.0,66.0
LA GOMERA,2022-02-13,4,364.4247624319586,636.5900913368392,15,5,33.333333333333336,26.044226044226043,2,0,1,15,0,0,0,0,18.2,0.0,15.5,21.0,24.0,2.8,5.3,9.7,998.7,995.6,65.0,77.0,57.0
TENERIFE,2022-02-13,131,209.66956851359677,452.5072043626777,1160,195,16.810344827586206,17.057998414344087,146,15,234,1537,34,53,0,13,19.0,0.0,15.5,22.6,28.0,3.6,9.4,10.4,1020.5,1016.9,63.0,70.0,45.0
FUERTEVENTURA,2022-02-13,21,331.5738482611165,782.5810977850533,235,40,17.02127659574468,20.229982964224877,12,2,11,83,1,8,0,0,18.2,0.0,15.0,21.4,5.0,5.0,8.9,9.8,1021.0,1017.2,72.0,83.0,61.0
LA PALMA,2022-02-13,5,473.2919552349685,1140.6935224903543,43,7,16.27906976744186,27.77421423989737,13,0,2,125,1,4,0,0,19.4,0.5,17.0,21.8,36.0,4.7,8.9,9.3,1020.5,1017.1,68.0,76.0,57.0
GRAN CANARIA,2022-02-13,233,296.42755700912073,684.4951789611242,1688,317,18.77962085308057,23.125552307796887,138,11,321,1499,49,65,0,6,18.7,0.0,15.7,21.7,2.0,8.3,12.8,10.2,1019.4,1015.7,67.0,74.0,56.0
LANZAROTE,2022-02-13,19,201.52491464072088,419.0948065617539,226,24,10.619469026548671,8.380681818181818,25,1,7,173,1,5,0,0,20.2,0.0,14.9,25.4,34.0,5.6,12.5,10.0,1022.4,1018.2,65.0,87.0,40.0
GRAN CANARIA,2022-02-14,446,296.0768934953087,672.2219559777025,2490,589,23.65461847389558,22.48712191256109,244,14,313,1541,46,74,0,21,18.8,0.05,16.2,21.5,3.0,6.9,11.7,7.9,1020.4,1017.5,68.0,78.0,52.0
LA PALMA,2022-02-14,77,473.2919552349685,1141.891729971962,248,86,34.67741935483871,27.72087067861716,19,0,4,124,1,5,0,0,18.7,4.6,16.0,21.4,3.0,4.4,10.3,4.1,1021.5,1018.1,81.0,92.0,66.0
EL HIERRO,2022-02-14,8,547.2324392213152,1543.016058132233,26,0,0.0,22.794117647058822,0,0,2,12,0,0,0,0,19.2,0.0,17.8,20.6,3.0,5.8,11.7,5.6,1022.4,1019.2,76.0,84.0,68.0
LANZAROTE,2022-02-14,37,195.74872281980848,408.1842220111416,516,56,10.852713178294572,8.741636088927262,31,0,6,180,1,4,0,0,17.8,0.0,13.6,22.1,1.0,5.3,12.5,5.7,1023.3,1020.4,68.0,85.0,48.0
FUERTEVENTURA,2022-02-14,75,324.8922593792804,769.2179200213811,404,87,21.534653465346533,19.66338259441708,18,3,12,76,0,9,0,0,18.6,0.0,15.8,21.4,4.0,5.0,10.3,4.9,1022.1,1019.2,73.0,83.0,63.0
TENERIFE,2022-02-14,432,209.7772570439068,446.692023725937,2977,530,17.803157541148806,16.90885875843619,282,10,219,1637,34,71,0,13,18.4,0.8,16.0,20.8,6.0,2.5,9.4,3.7,1021.7,1018.8,74.0,89.0,61.0
LA GOMERA,2022-02-14,10,350.58584740289695,641.2030630131931,55,12,21.818181818181817,25.558312655086848,1,0,1,16,0,0,0,0,18.4,0.0,15.2,21.5,25.0,4.2,8.9,7.9,1000.0,996.5,61.0,76.0,53.0
LA GOMERA,2022-02-15,5,309.0691023157118,645.816034689547,41,8,19.51219512195122,23.11557788944724,8,0,0,24,0,0,0,0,18.8,0.0,16.4,21.2,33.0,5.0,12.8,7.8,1001.5,998.5,56.0,67.0,45.0
GRAN CANARIA,2022-02-15,394,292.1027070054388,659.5980694804687,2308,504,21.837088388214905,22.377434519811956,228,22,344,1514,42,75,0,19,19.0,0.1,16.8,21.2,2.0,10.0,15.3,9.0,1022.2,1019.4,56.0,77.0,48.0
TENERIFE,2022-02-15,303,215.9155032715776,448.4150402108973,2758,420,15.228426395939088,16.862125539284197,272,30,229,1631,32,74,0,11,18.9,0.2,16.4,21.4,33.0,2.2,10.8,4.5,1024.0,1021.1,63.0,77.0,51.0
FUERTEVENTURA,2022-02-15,131,304.0122941235426,729.1283867303645,489,136,27.811860940695297,18.916631400761744,23,0,7,91,0,8,0,0,19.0,0.0,16.6,21.3,4.0,10.0,15.0,6.9,1023.4,1020.8,64.0,76.0,51.0
LA PALMA,2022-02-15,53,406.1923362649477,1007.6924920319202,170,58,34.11764705882353,26.39664804469274,11,0,7,123,1,4,0,0,18.0,2.9,16.0,20.0,2.0,6.1,13.9,4.3,1023.5,1020.5,76.0,91.0,62.0
EL HIERRO,2022-02-15,5,529.290392033731,1426.392751412936,10,3,30.0,17.073170731707318,5,1,2,14,0,0,0,0,19.2,0.0,17.8,20.7,99.0,8.3,13.3,5.8,1024.5,1021.3,68.0,79.0,54.0
LANZAROTE,2022-02-15,35,173.28575462737146,389.5720483659795,459,51,11.11111111111111,9.203980099502488,30,0,4,175,1,3,0,0,18.7,0.0,14.8,22.6,2.0,7.2,16.1,6.8,1024.8,1022.2,58.0,83.0,35.0
FUERTEVENTURA,2022-02-16,61,369.99298433167405,765.877125580463,279,70,25.089605734767023,20.05399151561897,20,1,6,89,0,5,0,0,18.8,0.0,16.8,20.7,4.0,8.3,15.0,5.9,1025.5,1022.2,72.0,87.0,64.0
TENERIFE,2022-02-16,368,216.66932298374763,435.9231706949356,2846,461,16.198172874209416,16.60377358490566,258,10,227,1636,29,72,0,9,18.4,0.0,16.5,20.4,9.0,3.9,11.4,9.5,1025.3,1021.8,64.0,75.0,56.0
EL HIERRO,2022-02-16,7,466.4932268771867,1327.7114918812235,21,7,33.333333333333336,16.964285714285715,2,0,2,13,0,0,0,0,18.8,0.0,17.7,20.0,4.0,8.9,15.0,8.3,1025.0,1021.5,69.0,82.0,57.0
LA GOMERA,2022-02-16,4,244.4874988467571,645.816034689547,56,4,7.142857142857143,20.789473684210527,3,0,0,24,0,0,0,0,18.0,0.0,15.3,20.7,35.0,3.1,11.9,10.3,1002.2,999.1,54.0,64.0,44.0
LANZAROTE,2022-02-16,48,160.4497728031217,367.10908017354245,547,56,10.23765996343693,9.286854709952102,39,2,4,187,1,4,0,0,19.3,0.0,15.7,22.9,99.0,7.2,13.9,10.3,1026.5,1023.1,64.0,79.0,51.0
LA PALMA,2022-02-16,41,403.7959213017326,986.124757362985,175,50,28.571428571428573,26.338028169014084,21,3,13,126,1,4,0,0,18.6,0.0,16.4,20.9,3.0,4.4,15.0,4.9,1024.9,1021.4,65.0,78.0,50.0
GRAN CANARIA,2022-02-16,349,288.3622961914436,633.7658572963142,2039,444,21.775380088278567,22.44325950232431,253,15,323,1554,42,80,1,17,18.6,0.0,16.2,21.1,2.0,9.2,15.0,8.0,1023.6,1020.2,63.0,82.0,54.0
GRAN CANARIA,2022-02-17,386,279.2450448323302,615.6482424160248,1938,451,23.27141382868937,21.81716989007931,242,14,338,1583,39,77,0,15,18.9,0.0,16.0,21.8,99.0,8.9,12.8,10.4,1021.7,1016.5,65.0,83.0,58.0
LANZAROTE,2022-02-17,35,164.30056735039662,367.10908017354245,446,50,11.210762331838565,9.50902934537246,31,1,4,183,1,3,0,0,19.8,0.0,14.0,25.7,33.0,5.8,12.8,10.6,1024.7,1019.5,63.0,84.0,37.0
TENERIFE,2022-02-17,439,216.1308803321976,449.1688599230673,2594,530,20.43176561295297,16.435944140862173,294,23,221,1668,30,76,0,11,18.4,0.0,15.3,21.4,9.0,2.8,8.3,10.4,1023.6,1018.0,70.0,80.0,61.0
LA PALMA,2022-02-17,50,371.4443192983297,928.6107982458244,201,59,29.35323383084577,27.435697583788,14,3,17,111,1,5,0,0,18.9,0.0,16.8,21.0,99.0,3.9,8.3,8.4,1023.4,1017.9,71.0,79.0,64.0
FUERTEVENTURA,2022-02-17,68,354.9594093475429,764.206728360004,303,84,27.722772277227723,20.893007582139848,21,2,4,94,0,3,0,0,18.3,0.0,16.0,20.6,99.0,4.7,8.3,7.8,1023.8,1018.5,80.0,89.0,70.0
LA GOMERA,2022-02-17,5,212.1966971122797,636.5900913368392,40,9,22.5,17.96875,4,0,0,22,0,0,0,0,19.4,0.0,15.7,23.2,23.0,2.8,6.1,10.2,1000.9,996.3,53.0,76.0,36.0
EL HIERRO,2022-02-17,5,421.63810890822646,1291.8273975060554,23,4,17.391304347826086,19.444444444444443,2,0,2,14,0,0,0,0,19.4,0.0,18.1,20.7,3.0,6.4,15.3,9.5,1023.5,1018.6,79.0,86.0,72.0
FUERTEVENTURA,2022-02-18,109,363.311395449838,752.5139478167908,354,118,33.333333333333336,22.596153846153847,23,1,5,90,0,3,0,0,17.6,0.0,14.1,21.0,99.0,5.8,9.7,10.0,1019.8,1017.0,69.0,85.0,58.0
EL HIERRO,2022-02-18,6,296.0437785951377,1049.60976047367,16,5,31.25,18.51851851851852,0,0,2,13,0,0,0,0,19.0,0.0,17.8,20.2,3.0,6.4,14.4,6.2,1020.8,1018.0,71.0,82.0,63.0
GRAN CANARIA,2022-02-18,576,283.3361191601375,601.5048140256055,2159,681,31.542380731820288,21.89170182841069,225,8,309,1508,36,77,0,20,18.4,0.0,15.7,21.1,99.0,10.3,16.4,10.2,1018.0,1015.4,60.0,84.0,48.0
TENERIFE,2022-02-18,514,229.91501221187931,448.8457943321373,2859,622,21.755858691850296,16.929611650485437,225,10,204,1574,30,69,0,10,18.9,0.0,15.3,22.5,34.0,2.8,10.6,10.4,1019.6,1016.8,58.0,74.0,46.0
LA GOMERA,2022-02-18,16,216.80966878863364,576.6214595442384,42,17,40.47619047619048,19.086021505376344,1,0,0,20,0,0,0,0,18.8,0.0,15.8,21.7,35.0,2.2,13.9,10.3,997.5,994.6,53.0,76.0,37.0
LANZAROTE,2022-02-18,56,153.38998279978435,356.84029471414266,477,70,14.675052410901468,9.900373599003736,20,1,3,180,0,5,0,0,17.8,0.0,12.3,23.4,35.0,5.3,11.7,10.5,1020.9,1018.3,61.0,88.0,40.0
LA PALMA,2022-02-18,45,369.04790433511465,892.6645737975988,222,51,22.97297297297297,28.32929782082325,16,0,21,112,2,4,0,0,18.8,0.2,16.7,20.8,99.0,5.6,10.3,2.8,1019.5,1017.0,66.0,75.0,59.0
EL HIERRO,2022-02-19,1,331.9278729703059,959.8995245357496,3,1,33.333333333333336,21.49532710280374,2,0,2,15,0,0,0,0,18.4,0.1,16.7,20.0,3.0,10.0,18.6,8.1,1022.7,1018.1,72.0,90.0,59.0
LANZAROTE,2022-02-19,25,159.16617462069675,366.46728108233,190,30,15.789473684210526,11.551966292134832,24,2,5,174,0,5,0,0,18.8,0.4,14.6,22.9,99.0,8.3,14.4,6.6,1022.6,1018.4,72.0,87.0,38.0
LA PALMA,2022-02-19,35,354.66941455582446,851.9255194229432,216,39,18.05555555555556,27.791361043194783,10,0,21,114,2,4,0,0,18.2,11.2,15.6,20.7,3.0,8.6,20.6,5.4,1022.2,1017.2,77.0,95.0,53.0
FUERTEVENTURA,2022-02-19,43,426.78648982728095,772.5587144622991,183,50,27.3224043715847,25.901495162708883,15,2,7,90,1,2,0,0,18.2,0.8,15.4,21.1,3.0,6.9,17.5,4.4,1021.2,1017.1,75.0,88.0,60.0
LA GOMERA,2022-02-19,8,249.100470523111,631.9771196604853,41,8,19.51219512195122,24.406779661016948,1,1,1,17,0,0,0,0,18.4,3.8,14.9,21.8,4.0,6.4,16.1,9.4,999.7,995.0,53.0,81.0,41.0
TENERIFE,2022-02-19,165,253.0680462285323,465.75289359080944,1293,210,16.241299303944317,17.740011926058436,114,5,204,1529,27,64,0,11,18.2,24.4,15.3,21.2,35.0,3.9,11.7,4.2,1022.1,1017.3,62.0,85.0,49.0
GRAN CANARIA,2022-02-19,266,306.7136867476076,607.9336451121598,1460,322,22.054794520547944,23.374788015828152,111,8,306,1460,40,68,0,15,18.0,4.3,15.0,21.0,3.0,10.3,18.6,5.9,1019.9,1015.5,61.0,93.0,50.0
FUERTEVENTURA,2022-02-20,46,424.2808939965924,755.8547422577088,151,55,36.42384105960265,26.0347129506008,8,2,9,95,1,2,0,0,17.6,0.8,13.6,21.5,99.0,6.1,13.9,7.7,1021.1,1017.0,52.0,86.0,35.0
EL HIERRO,2022-02-20,1,305.01480218892976,852.2472414102449,3,1,33.333333333333336,21.359223300970875,2,0,2,13,0,0,0,0,18.1,0.0,16.8,19.4,3.0,10.8,16.9,8.7,1023.0,1019.5,68.0,77.0,52.0
LANZAROTE,2022-02-20,21,163.65876825918414,365.183682899905,321,26,8.09968847352025,11.7790982174065,21,0,5,174,0,5,0,0,17.4,0.0,13.4,21.3,99.0,6.7,13.3,8.7,1022.4,1018.1,54.0,84.0,34.0
LA PALMA,2022-02-20,11,366.6514893718996,839.9434446068681,30,4,13.333333333333334,27.45098039215686,6,1,21,117,2,4,0,0,17.2,2.4,14.3,20.0,99.0,11.1,17.5,9.0,1022.3,1018.0,63.0,88.0,43.0
GRAN CANARIA,2022-02-20,294,309.7527705339787,606.1803275430995,1137,273,24.010554089709764,23.49098139468825,133,12,310,1522,39,72,0,5,16.6,0.4,13.1,20.1,34.0,10.8,16.9,7.8,1019.9,1015.5,58.0,88.0,44.0
TENERIFE,2022-02-20,143,253.28342328915232,462.95299180274907,1082,171,15.804066543438076,18.002062230848548,127,6,210,1601,27,65,0,9,17.6,1.0,14.9,20.4,32.0,5.0,14.7,7.5,1022.1,1017.8,55.0,83.0,47.0
LA GOMERA,2022-02-20,0,239.8745271704032,604.2992896023618,5,0,0.0,21.724137931034484,5,1,2,20,0,0,0,0,16.8,0.0,13.9,19.7,2.0,7.2,17.5,10.2,999.7,996.2,56.0,75.0,44.0
GRAN CANARIA,2022-02-21,757,316.8829286481571,612.9598221434658,2476,557,22.495961227786758,24.12238563299091,249,15,296,1595,42,77,0,22,16.3,0.0,13.1,19.5,9.0,2.5,8.9,9.3,1017.0,1013.7,63.0,78.0,56.0
LANZAROTE,2022-02-21,58,164.94236644160912,360.6910892614176,710,43,6.056338028169014,11.468200270635997,38,0,4,183,0,7,0,1,16.2,0.0,11.6,20.8,33.0,3.9,8.3,10.4,1020.1,1017.0,61.0,82.0,39.0
TENERIFE,2022-02-21,818,254.5756856528725,464.3529426967792,2867,628,21.904429717474716,17.941373636419037,275,7,210,1668,25,72,0,13,17.6,0.0,14.5,20.7,99.0,3.1,8.9,9.4,1018.5,1014.6,65.0,79.0,53.0
EL HIERRO,2022-02-21,6,296.0437785951377,843.2762178164529,14,4,28.571428571428573,20.58823529411765,0,0,1,12,0,0,0,0,17.8,0.4,15.9,19.6,1.0,5.0,12.8,8.3,1020.1,1015.0,66.0,75.0,56.0
LA GOMERA,2022-02-21,20,221.42264046498755,572.0084878678845,66,19,28.78787878787879,20.714285714285715,1,0,1,21,0,0,0,0,16.8,2.0,13.9,19.7,9.0,3.1,8.9,9.5,997.2,993.2,64.0,73.0,45.0
FUERTEVENTURA,2022-02-21,116,445.1608592523302,770.0531186316106,387,127,32.81653746770026,27.739251040221912,14,1,7,94,2,2,0,0,15.2,0.0,11.1,19.3,99.0,3.9,7.2,10.0,1018.9,1015.5,66.0,86.0,53.0
LA PALMA,2022-02-21,75,373.8407342615448,847.1326894965132,434,73,16.820276497695854,27.496038034865293,12,2,21,109,2,4,0,0,16.8,0.6,13.9,19.8,36.0,3.9,11.4,7.3,1018.8,1013.7,68.0,79.0,53.0
LA GOMERA,2022-02-22,13,267.5523572285266,576.6214595442384,42,14,33.333333333333336,22.33676975945017,3,0,1,21,0,0,0,0,16.8,0.0,13.3,20.3,11.0,2.5,7.8,10.8,994.2,988.5,56.0,74.0,42.0
LA PALMA,2022-02-22,57,371.4443192983297,777.6366555632774,398,54,13.5678391959799,23.06629834254144,21,2,21,109,2,3,0,0,17.2,0.0,14.2,20.1,33.0,2.8,6.7,9.5,1015.0,1009.4,67.0,75.0,58.0
TENERIFE,2022-02-22,799,296.1434583525378,512.0589616241153,3262,642,19.681177191906805,18.66372170071784,252,7,192,1678,25,66,0,12,17.9,0.0,13.9,21.9,26.0,3.1,6.9,10.4,1015.8,1009.3,69.0,77.0,53.0
LANZAROTE,2022-02-22,79,178.42014735707133,351.7059019844428,499,63,12.625250501002004,10.34920634920635,30,0,3,179,0,4,0,1,20.7,0.0,15.8,25.6,99.0,3.3,11.7,9.8,1017.5,1010.5,56.0,86.0,32.0
EL HIERRO,2022-02-22,1,278.1017314075536,807.3921234412846,16,1,6.25,27.77777777777778,0,0,1,12,0,0,0,0,17.4,5.4,15.0,19.9,9.0,2.8,9.7,7.7,1016.0,1011.2,73.0,85.0,52.0
GRAN CANARIA,2022-02-22,918,353.2350462466731,645.3377532521118,2445,498,20.3680981595092,23.91063105718725,264,12,283,1613,39,86,0,18,17.8,0.0,14.2,21.5,99.0,5.8,11.4,10.1,1014.7,1008.1,58.0,79.0,44.0
FUERTEVENTURA,2022-02-22,93,479.4040022717402,783.4162963952828,436,109,25.0,29.822926374650518,14,0,4,96,2,3,0,0,17.6,0.1,13.5,21.8,30.0,3.9,7.2,8.3,1016.2,1009.4,76.0,80.0,54.0
FUERTEVENTURA,2022-02-23,91,447.6664550830187,817.6594394146928,330,96,29.09090909090909,29.28810320114668,24,0,5,103,2,1,0,0,19.6,1.9,16.6,22.5,99.0,4.4,11.4,4.0,1015.0,1010.2,74.0,87.0,45.0
LA GOMERA,2022-02-23,12,304.45613063935787,548.9436294861149,50,18,36.0,24.315068493150687,2,0,1,22,0,0,0,0,17.5,0.0,13.7,21.3,27.0,3.9,9.7,10.8,991.8,989.1,60.0,75.0,46.0
LANZAROTE,2022-02-23,71,206.6593073704208,367.10908017354245,607,48,7.907742998352553,10.595611285266456,28,0,2,177,0,4,0,0,18.6,4.7,15.2,22.0,99.0,3.9,12.5,4.1,1016.5,1011.4,75.0,90.0,51.0
LA PALMA,2022-02-23,40,376.2371492247598,780.0330705264923,391,45,11.508951406649617,19.689737470167064,25,1,19,116,2,6,0,0,17.4,0.0,14.0,20.9,99.0,2.5,6.1,8.9,1012.3,1009.1,66.0,76.0,56.0
GRAN CANARIA,2022-02-23,821,414.4842733258447,702.8465695172883,2208,484,21.920289855072465,23.62677603632635,256,12,265,1620,38,83,1,25,17.6,0.1,14.0,21.3,99.0,4.7,9.7,8.9,1012.2,1008.9,68.0,83.0,52.0
TENERIFE,2022-02-23,771,349.5569693863046,566.2262923700523,2731,667,24.423288172830464,19.425102660239244,283,13,181,1689,26,79,0,13,19.0,0.0,15.0,22.9,27.0,2.2,7.2,10.6,1013.1,1009.8,63.0,73.0,48.0
EL HIERRO,2022-02-23,4,242.2176370323854,708.710863909572,24,2,8.333333333333334,23.95833333333333,2,1,2,9,0,0,0,0,17.8,0.1,14.7,21.0,99.0,3.6,9.2,7.2,1014.2,1011.3,62.0,72.0,52.0
GRAN CANARIA,2022-02-24,862,469.65533283227415,748.9003776646043,1939,429,22.124806601340897,23.62728785357737,244,13,239,1632,32,85,0,17,18.6,0.0,13.6,23.7,99.0,7.8,16.1,10.9,1012.5,1009.8,61.0,77.0,46.0
LA PALMA,2022-02-24,52,375.0389417431522,746.4832610414819,236,56,23.728813559322035,17.177589852008456,21,2,22,127,2,4,0,0,18.0,0.1,15.4,20.6,3.0,9.7,18.6,9.9,1014.1,1011.0,72.0,82.0,60.0
EL HIERRO,2022-02-24,8,215.30456625100925,636.9426751592357,21,7,33.333333333333336,18.181818181818183,2,0,2,10,0,0,0,0,18.7,0.2,16.7,20.7,99.0,7.5,12.5,6.2,1015.4,1012.5,72.0,80.0,53.0
LA GOMERA,2022-02-24,9,341.3599040501892,553.5566011624688,40,13,32.5,29.72027972027972,2,0,1,21,0,0,0,0,18.7,0.0,14.8,22.6,34.0,2.5,10.8,10.2,992.6,990.3,58.0,78.0,45.0
FUERTEVENTURA,2022-02-24,44,472.72241338990415,827.681822737447,231,51,22.07792207792208,29.80410447761194,15,0,5,96,2,1,0,0,18.9,0.0,15.9,21.9,99.0,6.1,9.7,9.9,1014.3,1011.2,72.0,86.0,57.0
TENERIFE,2022-02-24,756,392.95544710124017,609.0863274334378,2586,548,21.19102861562258,20.79338446788111,255,6,176,1691,23,80,0,14,19.6,0.8,16.3,22.8,32.0,3.9,12.5,7.1,1013.9,1011.4,62.0,73.0,53.0
LANZAROTE,2022-02-24,74,221.420686468308,385.7212538187046,505,58,11.485148514851485,10.153846153846152,36,0,1,178,0,6,0,0,20.0,0.0,15.5,24.5,99.0,5.6,11.7,10.2,1015.6,1012.5,69.0,90.0,50.0
LA PALMA,2022-02-25,55,377.43535670636726,746.4832610414819,225,57,25.33333333333333,16.709911779968863,10,0,22,113,2,4,0,0,18.5,2.3,16.6,20.4,2.0,11.1,17.5,7.5,1014.7,1011.2,72.0,82.0,58.0
TENERIFE,2022-02-25,662,427.0927112095145,657.0077234213938,2203,526,23.876532001815704,20.91127098321343,223,10,172,1559,22,66,0,12,19.4,12.8,17.1,21.8,34.0,3.9,10.3,3.8,1014.3,1011.7,63.0,79.0,52.0
FUERTEVENTURA,2022-02-25,14,452.6776467443958,815.9890421942338,154,13,8.441558441558442,29.247104247104247,14,1,6,88,2,1,0,0,19.2,0.0,15.3,23.0,33.0,5.8,13.3,7.5,1014.0,1010.8,68.0,82.0,51.0
LANZAROTE,2022-02-25,74,246.45085102559491,399.8408338253793,600,46,7.666666666666667,10.21456633423995,29,2,2,169,0,4,0,0,19.0,0.0,13.5,24.4,99.0,4.4,11.4,7.8,1015.1,1012.1,73.0,92.0,45.0
GRAN CANARIA,2022-02-25,715,525.2939436904529,808.6300628505904,1993,503,25.23833416959358,23.466435185185187,205,22,212,1621,32,74,0,17,19.4,0.9,16.5,22.3,99.0,8.1,14.4,7.2,1012.7,1010.0,66.0,82.0,47.0
EL HIERRO,2022-02-25,5,242.2176370323854,538.2614156275231,31,5,16.129032258064516,21.649484536082475,3,0,2,15,0,0,0,0,18.8,0.5,17.6,20.0,99.0,10.6,13.9,6.7,1016.0,1012.9,73.0,82.0,66.0
LA GOMERA,2022-02-25,19,359.8117907556048,576.6214595442384,53,18,33.9622641509434,31.11888111888112,4,1,1,21,0,0,0,0,19.0,0.2,16.5,21.4,2.0,5.8,12.8,8.6,992.8,990.0,54.0,71.0,46.0
FUERTEVENTURA,2022-02-26,18,373.3337787725921,800.120268599873,97,20,20.61855670103093,26.762820512820515,9,0,5,87,2,1,0,0,18.0,1.4,14.4,21.7,99.0,5.6,13.3,4.4,1014.5,1010.7,73.0,84.0,55.0
LA PALMA,2022-02-26,39,389.4174315224424,744.086846078267,249,37,14.859437751004016,16.99481865284974,10,0,23,109,1,3,0,0,17.6,1.0,15.6,19.7,99.0,9.2,18.1,7.9,1016.2,1012.0,72.0,86.0,61.0
LA GOMERA,2022-02-26,11,373.65070578466646,622.7511763077774,29,11,37.93103448275862,30.303030303030305,1,0,1,22,0,0,0,0,18.4,0.4,15.4,21.5,5.0,4.7,13.3,8.7,994.0,990.5,59.0,74.0,42.0
EL HIERRO,2022-02-26,6,233.24661343859336,565.1744864088993,12,7,58.333333333333336,18.75,1,0,2,13,0,0,0,0,18.2,3.2,16.4,20.1,36.0,10.3,15.3,4.4,1017.1,1013.2,72.0,84.0,60.0
GRAN CANARIA,2022-02-26,425,541.5413531637447,848.2550399113522,1396,266,19.054441260744987,22.44838190071753,111,9,182,1611,35,77,0,4,17.0,4.1,15.2,18.8,35.0,7.5,15.0,3.2,1014.0,1009.5,83.0,92.0,62.0
