fecha,isla,numero_casos,pcr_total,Urg_cv,HPT_cv19,CCR_cv19,tmin,tmed,presMax
2021-04-13,FUERTEVENTURA,10,224,0,3,0,17.2,21.7,1016.8
2021-04-13,EL HIERRO,3,31,0,0,0,18.7,23.6,1017.9
2021-04-13,LA GOMERA,0,26,0,0,0,17.8,22.2,995.7
2021-04-13,LA PALMA,2,190,0,0,1,18.5,21.4,1016.1
2021-04-13,GRAN CANARIA,68,1972,4,72,49,18.4,21.2,1015.6
2021-04-13,LANZAROTE,15,376,0,4,3,17.1,23.2,1017.6
2021-04-14,GRAN CANARIA,65,1817,10,68,48,17.5,20.9,1013.7
2021-04-14,FUERTEVENTURA,11,392,0,2,0,18.9,23.2,1014.9
2021-04-14,EL HIERRO,9,46,0,1,0,20.1,22.2,1016.4
2021-04-14,LA GOMERA,1,47,0,0,0,18.1,21.2,994.3
2021-04-14,LA PALMA,0,123,1,0,2,17.8,21.2,1014.8
2021-04-14,TENERIFE,111,2154,8,104,34,19.8,22.8,1015.2
2021-04-14,LANZAROTE,13,299,1,3,3,17.4,22.0,1015.8
2021-04-15,TENERIFE,158,2482,13,110,34,19.6,22.2,1013.7
2021-04-15,FUERTEVENTURA,9,298,0,2,0,18.6,22.4,1013.4
2021-04-15,GRAN CANARIA,83,2233,12,72,49,17.5,21.2,1012.3
2021-04-15,LA PALMA,5,107,0,0,2,17.1,19.8,1013.4
2021-04-15,LA GOMERA,0,33,1,1,0,17.7,21.0,992.1
2021-04-15,LANZAROTE,17,417,0,3,3,17.3,21.4,1014.5
2021-04-15,EL HIERRO,9,91,0,0,0,18.9,21.2,1015.0
2021-04-16,TENERIFE,92,2543,18,119,30,18.5,21.2,1015.1
2021-04-16,EL HIERRO,2,10,0,0,0,19.3,21.0,1016.4
2021-04-16,LA GOMERA,0,28,0,1,0,18.2,21.6,993.3
2021-04-16,FUERTEVENTURA,10,229,0,1,0,18.3,22.1,1014.4
2021-04-16,LA PALMA,0,123,0,0,2,17.4,20.0,1015.4
2021-04-16,LANZAROTE,11,386,1,4,3,17.3,21.4,1015.7
2021-04-16,GRAN CANARIA,86,2136,7,68,47,17.8,20.8,1013.3
2021-04-17,FUERTEVENTURA,11,180,2,2,1,18.5,21.0,1016.5
2021-04-17,LANZAROTE,13,285,0,3,4,17.6,21.8,1017.7
2021-04-17,LA GOMERA,0,3,0,1,0,18.1,21.0,994.1
2021-04-17,LA PALMA,0,103,0,0,2,18.8,20.7,1016.4
2021-04-17,TENERIFE,74,1484,6,111,30,19.6,21.4,1016.3
2021-04-17,EL HIERRO,4,86,0,0,0,19.3,21.0,1017.2
2021-04-17,GRAN CANARIA,72,1720,7,73,46,18.4,21.4,1014.7
2021-04-18,FUERTEVENTURA,2,211,0,1,1,18.0,20.5,1016.9
2021-04-18,LA PALMA,0,50,0,0,2,18.3,20.7,1017.0
2021-04-18,TENERIFE,107,1289,12,128,28,18.0,21.8,1016.6
2021-04-18,EL HIERRO,0,6,0,0,0,19.1,20.8,1018.1
2021-04-18,GRAN CANARIA,66,1385,13,80,50,18.0,20.6,1015.3
2021-04-18,LA GOMERA,0,23,0,1,0,16.4,19.8,994.8
2021-04-18,LANZAROTE,6,220,1,4,4,15.8,20.4,1018.3
2021-04-19,GRAN CANARIA,46,2101,9,74,50,17.4,20.2,1014.7
2021-04-19,LA GOMERA,0,42,0,1,0,16.6,20.0,994.3
2021-04-19,FUERTEVENTURA,3,179,0,1,1,17.4,20.4,1016.5
2021-04-19,TENERIFE,100,2335,17,132,28,17.2,21.4,1016.0
2021-04-19,LANZAROTE,5,402,0,4,4,15.5,21.2,1017.6
2021-04-19,EL HIERRO,0,43,0,0,0,18.7,20.4,1017.6
2021-04-19,LA PALMA,2,120,0,0,2,17.6,20.2,1016.6
2021-04-20,EL HIERRO,4,18,0,1,0,18.9,20.4,1016.7
2021-04-20,LA GOMERA,0,12,0,1,0,16.7,20.0,993.2
2021-04-20,LA PALMA,0,126,0,0,2,18.2,20.3,1015.8
2021-04-20,GRAN CANARIA,68,2249,8,69,50,17.599999999999998,20.4,1013.5
2021-04-20,LANZAROTE,13,383,2,4,4,16.6,21.9,1015.7
2021-04-20,TENERIFE,102,2542,12,119,26,18.6,22.4,1015.1
2021-04-20,FUERTEVENTURA,6,338,0,0,1,16.9,20.2,1014.9
2021-04-21,LA GOMERA,0,35,0,1,0,16.9,21.4,992.2
2021-04-21,LANZAROTE,9,382,0,4,3,15.8,20.9,1015.4
2021-04-21,FUERTEVENTURA,3,380,3,2,2,17.2,20.5,1014.2
2021-04-21,EL HIERRO,4,78,0,1,0,19.0,21.2,1015.4
2021-04-21,GRAN CANARIA,57,2040,5,64,50,17.8,20.6,1012.9
2021-04-21,LA PALMA,2,95,0,0,2,18.2,20.6,1014.0
2021-04-21,TENERIFE,150,2885,11,114,29,18.3,22.4,1014.0
2021-04-22,EL HIERRO,2,73,0,1,0,18.7,20.8,1014.5
2021-04-22,TENERIFE,97,2525,8,111,29,17.5,20.6,1013.1
2021-04-22,GRAN CANARIA,32,1807,7,70,45,18.0,20.8,1012.1
2021-04-22,LANZAROTE,9,334,0,3,3,17.5,22.2,1014.6
2021-04-22,LA GOMERA,0,14,0,1,0,16.7,19.7,992.0
2021-04-22,FUERTEVENTURA,25,341,1,1,3,18.5,22.2,1013.5
2021-04-22,LA PALMA,0,164,0,0,2,17.2,20.0,1013.1
2021-04-23,TENERIFE,109,2335,8,109,24,18.6,21.3,1011.8
2021-04-23,GRAN CANARIA,53,2424,3,66,43,16.8,20.3,1010.8
2021-04-23,LA PALMA,0,114,0,0,2,17.1,20.6,1011.3
2021-04-23,LANZAROTE,8,335,0,3,3,16.2,21.0,1013.2
2021-04-23,FUERTEVENTURA,2,126,1,1,2,16.9,20.9,1012.3
2021-04-23,EL HIERRO,5,93,0,1,0,19.4,22.1,1013.1
2021-04-23,LA GOMERA,1,30,0,1,0,16.4,20.4,990.8
2021-04-24,LA PALMA,1,88,0,0,2,16.7,20.0,1010.0
2021-04-24,GRAN CANARIA,47,1572,2,66,42,17.5,20.4,1009.6
2021-04-24,FUERTEVENTURA,2,195,0,1,2,18.1,22.2,1011.3
2021-04-24,LA GOMERA,0,5,1,2,0,16.9,20.0,989.9
2021-04-24,EL HIERRO,1,53,0,1,0,19.1,21.6,1011.9
2021-04-24,TENERIFE,76,1862,12,107,28,18.5,21.6,1010.4
2021-04-24,LANZAROTE,9,268,0,3,3,16.9,21.8,1012.0
2021-04-25,LA GOMERA,0,20,0,2,0,16.8,20.0,988.4
2021-04-25,LA PALMA,6,41,0,0,2,17.6,20.6,1008.5
2021-04-25,LANZAROTE,11,195,1,4,3,16.1,20.8,1010.7
2021-04-25,GRAN CANARIA,37,1274,2,64,41,15.5,20.2,1008.4
2021-04-25,TENERIFE,39,1093,6,120,28,17.6,20.8,1009.0
2021-04-25,FUERTEVENTURA,0,129,1,2,2,17.1,21.5,1010.0
2021-04-25,EL HIERRO,0,3,0,1,0,18.8,21.2,1010.6
2021-04-26,LA GOMERA,0,44,0,2,0,16.4,19.4,988.7
2021-04-26,LANZAROTE,12,405,0,1,3,17.4,21.8,1011.0
2021-04-26,LA PALMA,15,332,1,1,2,17.4,20.0,1009.4
2021-04-26,EL HIERRO,4,85,0,1,0,18.0,20.4,1011.4
2021-04-26,TENERIFE,95,2626,11,120,28,18.6,20.8,1010.0
2021-04-26,GRAN CANARIA,36,1806,4,63,40,16.3,19.6,1009.0
2021-04-26,FUERTEVENTURA,1,186,0,3,1,18.4,21.8,1010.5
2021-04-27,LA PALMA,5,266,0,1,2,17.3,19.6,1009.3
2021-04-27,EL HIERRO,0,103,0,1,0,16.7,19.6,1011.0
2021-04-27,FUERTEVENTURA,1,279,0,3,1,16.9,20.2,1010.4
2021-04-27,GRAN CANARIA,53,2132,5,57,39,18.4,20.8,1008.6
2021-04-27,TENERIFE,59,2254,9,104,26,18.9,21.7,1009.5
2021-04-27,LA GOMERA,0,19,0,2,0,17.2,20.8,988.5
2021-04-27,LANZAROTE,15,440,0,1,3,15.5,19.8,1011.2
2021-04-28,FUERTEVENTURA,3,393,0,3,1,16.6,19.8,1011.0
2021-04-28,GRAN CANARIA,50,1817,4,48,42,16.9,19.6,1009.6
2021-04-28,LANZAROTE,18,344,0,1,3,15.4,19.5,1012.2
2021-04-28,TENERIFE,101,2720,12,108,27,17.8,20.4,1010.6
2021-04-28,LA GOMERA,0,12,0,1,0,16.6,20.4,989.0
2021-04-28,LA PALMA,1,183,1,1,2,16.3,19.6,1009.3
2021-04-28,EL HIERRO,1,55,0,1,0,16.9,20.1,1010.9
2021-04-29,FUERTEVENTURA,0,174,0,3,1,16.1,19.4,1010.9
2021-04-29,GRAN CANARIA,50,1942,5,47,41,16.4,19.8,1009.4
2021-04-29,LA PALMA,1,118,0,1,2,16.8,20.0,1009.7
2021-04-29,LANZAROTE,12,392,0,1,3,14.8,19.2,1012.0
2021-04-29,TENERIFE,81,3115,11,111,22,17.5,20.4,1010.4
2021-04-29,EL HIERRO,3,56,0,1,0,17.3,19.8,1011.1
2021-04-29,LA GOMERA,0,38,0,0,0,16.3,19.9,989.0
2021-04-30,EL HIERRO,3,68,0,1,0,18.9,20.2,1014.3
2021-04-30,LA PALMA,1,166,0,1,2,16.1,18.8,1013.4
2021-04-30,TENERIFE,90,3137,10,102,22,17.6,20.4,1013.8
2021-04-30,LA GOMERA,0,15,0,0,0,16.5,20.2,991.7
2021-04-30,GRAN CANARIA,41,1823,8,48,41,16.5,19.6,1012.3
2021-04-30,FUERTEVENTURA,0,181,0,3,1,16.7,20.8,1013.7
2021-04-30,LANZAROTE,8,344,0,0,3,16.1,19.8,1015.1
2021-05-01,EL HIERRO,6,38,0,1,0,18.6,20.2,1015.5
2021-05-01,LA GOMERA,0,17,0,0,0,17.0,20.4,992.8
2021-05-01,TENERIFE,74,1683,16,108,25,18.0,21.0,1014.7
2021-05-01,GRAN CANARIA,42,1241,4,53,40,17.1,20.2,1013.2
2021-05-01,LANZAROTE,4,264,1,1,3,14.7,18.6,1016.1
2021-05-01,LA PALMA,0,146,0,1,2,16.7,19.6,1014.5
2021-05-01,FUERTEVENTURA,2,156,0,3,1,16.5,19.6,1014.7
2021-05-02,TENERIFE,64,1107,6,111,24,17.7,20.3,1014.5
2021-05-02,LA GOMERA,0,7,0,0,0,17.1,19.4,992.8
2021-05-02,LA PALMA,0,47,0,1,2,17.8,19.5,1014.3
2021-05-02,EL HIERRO,0,5,0,1,0,18.8,20.0,1015.2
2021-05-02,GRAN CANARIA,45,1299,4,56,40,18.0,20.4,1013.1
2021-05-02,FUERTEVENTURA,3,137,0,3,1,17.0,20.2,1014.5
2021-05-02,LANZAROTE,9,258,0,1,3,14.7,20.1,1015.8
2021-05-03,FUERTEVENTURA,1,136,0,2,0,17.3,20.4,1014.5
2021-05-03,LA GOMERA,0,38,0,0,0,16.4,19.4,993.3
2021-05-03,GRAN CANARIA,50,1521,6,54,42,17.1,20.2,1013.4
2021-05-03,LA PALMA,0,167,0,1,2,16.9,19.7,1014.9
2021-05-03,TENERIFE,68,2037,11,115,25,17.7,20.6,1014.9
2021-05-03,LANZAROTE,8,414,0,1,3,16.7,20.8,1015.7
2021-05-03,EL HIERRO,0,50,0,0,0,18.8,20.6,1016.0
2021-05-04,GRAN CANARIA,61,1993,6,54,41,17.6,20.4,1014.2
2021-05-04,TENERIFE,89,2371,10,104,25,18.4,20.4,1016.4
2021-05-04,LANZAROTE,9,475,1,1,3,16.2,20.2,1016.3
2021-05-04,LA GOMERA,0,27,0,0,0,17.1,20.4,994.2
2021-05-04,EL HIERRO,0,33,0,0,0,19.0,20.6,1017.6
2021-05-04,LA PALMA,0,207,0,1,2,18.2,20.8,1016.3
2021-05-04,FUERTEVENTURA,3,238,0,2,0,17.0,20.6,1015.3
2021-05-05,FUERTEVENTURA,3,381,0,2,0,17.5,20.9,1015.9
2021-05-05,EL HIERRO,1,26,0,0,0,18.7,20.4,1017.4
2021-05-05,LA PALMA,1,165,0,0,2,18.1,20.4,1016.2
2021-05-05,LANZAROTE,19,188,0,2,3,17.6,21.2,1017.1
2021-05-05,GRAN CANARIA,33,1658,7,61,38,18.2,20.8,1014.8
2021-05-05,LA GOMERA,0,18,0,0,0,15.5,19.2,994.5
2021-05-05,TENERIFE,96,2547,5,100,26,18.5,20.8,1016.4
2021-05-06,TENERIFE,59,2816,7,95,28,16.8,20.8,1016.1
2021-05-06,LA PALMA,1,130,0,0,2,18.6,21.0,1016.0
2021-05-06,LANZAROTE,28,614,0,2,3,17.4,21.6,1017.2
2021-05-06,LA GOMERA,3,29,0,0,0,16.2,19.8,994.5
2021-05-06,EL HIERRO,0,34,0,0,0,18.7,20.7,1017.2
2021-05-06,GRAN CANARIA,35,1856,6,57,38,17.9,20.7,1014.3
2021-05-06,FUERTEVENTURA,0,198,0,1,0,17.6,20.6,1016.1
2021-05-07,LA PALMA,0,124,0,0,2,19.3,21.0,1016.0
2021-05-07,GRAN CANARIA,48,1575,4,56,38,17.8,20.8,1015.0
2021-05-07,FUERTEVENTURA,1,189,1,2,0,17.1,20.2,1016.6
2021-05-07,EL HIERRO,0,32,0,0,0,19.0,21.2,1017.6
2021-05-07,TENERIFE,48,2356,3,75,25,17.5,21.5,1016.0
2021-05-07,LANZAROTE,23,466,0,2,3,17.2,22.1,1017.6
2021-05-07,LA GOMERA,0,10,0,0,0,16.9,19.6,994.7
2021-05-08,LA PALMA,1,99,0,0,2,16.7,19.2,1014.8
2021-05-08,LANZAROTE,18,343,1,3,3,17.4,21.8,1016.4
2021-05-08,EL HIERRO,0,47,0,0,0,19.4,21.4,1016.2
2021-05-08,LA GOMERA,0,4,0,0,0,16.4,20.0,993.9
2021-05-08,GRAN CANARIA,20,1190,5,55,38,17.4,21.4,1013.5
2021-05-08,FUERTEVENTURA,1,135,0,2,0,18.2,22.1,1015.3
2021-05-08,TENERIFE,72,1897,6,83,26,18.9,21.9,1014.8
2021-05-09,EL HIERRO,0,2,0,0,0,19.0,22.8,1015.8
2021-05-09,TENERIFE,48,1305,2,84,27,18.6,21.6,1014.6
2021-05-09,GRAN CANARIA,23,1160,4,57,38,17.2,21.0,1013.3
2021-05-09,LA PALMA,2,63,0,0,2,16.4,20.9,1014.0
2021-05-09,LA GOMERA,0,6,0,0,0,17.0,20.6,993.2
2021-05-09,FUERTEVENTURA,1,144,0,2,0,17.6,22.2,1014.9
2021-05-09,LANZAROTE,6,231,0,3,3,16.0,21.2,1016.0
2021-05-10,LA PALMA,1,126,0,0,2,20.0,21.5,1017.9
2021-05-10,LANZAROTE,7,464,0,2,3,16.9,21.9,1019.7
2021-05-10,TENERIFE,78,2436,6,80,26,20.1,22.5,1018.2
2021-05-10,FUERTEVENTURA,3,155,2,1,1,18.7,21.2,1018.5
2021-05-10,LA GOMERA,0,21,0,0,0,18.4,21.2,996.6
2021-05-10,EL HIERRO,0,43,0,0,0,18.3,21.1,1019.1
2021-05-10,GRAN CANARIA,22,1283,3,55,39,18.9,21.5,1016.8
2021-05-11,EL HIERRO,3,31,0,0,0,19.5,20.6,1020.9
2021-05-11,LA GOMERA,1,42,0,0,0,17.2,20.4,997.6
2021-05-11,LANZAROTE,36,650,0,0,3,16.6,21.2,1021.1
2021-05-11,TENERIFE,71,2853,6,67,26,18.8,21.6,1020.1
2021-05-11,FUERTEVENTURA,2,364,0,0,0,17.5,20.6,1019.7
2021-05-11,LA PALMA,1,124,0,0,2,19.2,21.1,1020.1
2021-05-11,GRAN CANARIA,51,2150,5,53,40,18.4,21.1,1018.1
2021-05-12,EL HIERRO,2,85,0,0,0,18.9,20.4,1020.5
2021-05-12,TENERIFE,97,2588,5,61,24,17.6,21.2,1019.7
2021-05-12,FUERTEVENTURA,2,512,0,0,0,18.2,20.8,1019.3
2021-05-12,LA GOMERA,0,23,0,0,0,17.0,20.0,997.7
2021-05-12,LA PALMA,1,104,0,1,1,17.7,20.5,1019.9
2021-05-12,LANZAROTE,29,743,1,1,3,17.6,21.4,1020.4
2021-05-12,GRAN CANARIA,31,1733,3,48,35,18.3,21.0,1017.7
2021-05-13,FUERTEVENTURA,2,362,0,0,0,18.2,21.8,1017.9
2021-05-13,TENERIFE,62,2778,3,70,23,19.1,22.0,1018.5
2021-05-13,LA GOMERA,1,60,0,0,0,17.0,20.9,996.5
2021-05-13,EL HIERRO,2,59,0,0,0,19.4,21.1,1019.9
2021-05-13,LA PALMA,1,90,0,1,1,18.9,21.3,1019.1
2021-05-13,LANZAROTE,22,750,1,2,3,17.8,21.7,1018.6
2021-05-13,GRAN CANARIA,29,1708,5,46,38,18.6,21.8,1016.6
2021-05-14,LANZAROTE,21,694,0,2,3,18.3,21.8,1015.4
2021-05-14,LA PALMA,1,133,0,0,1,18.7,20.8,1017.3
2021-05-14,GRAN CANARIA,32,1718,6,49,32,18.78888888888889,21.933333333333334,1015.875
2021-05-14,EL HIERRO,0,60,0,0,0,19.3,21.0,1017.9
2021-05-14,TENERIFE,67,2353,3,59,24,19.1,22.0,1016.7
2021-05-14,LA GOMERA,0,16,0,0,0,17.9,22.0,996.3
2021-05-14,FUERTEVENTURA,2,219,0,0,0,18.7,22.4,1015.0
2021-05-15,EL HIERRO,0,19,0,0,0,19.8,21.1,1015.9
2021-05-15,FUERTEVENTURA,1,164,1,1,0,19.1,22.3,1012.1
2021-05-15,LA GOMERA,0,17,0,0,0,17.9,21.0,991.8
2021-05-15,TENERIFE,52,1817,3,61,24,19.7,22.6,1014.1
2021-05-15,LANZAROTE,22,615,2,4,3,18.5,22.3,1012.2
2021-05-15,LA PALMA,0,96,0,0,1,19.7,20.9,1014.9
2021-05-15,GRAN CANARIA,27,1220,5,51,29,18.977777777777774,22.066666666666663,1015.15
2021-05-16,GRAN CANARIA,30,977,1,51,28,19.166666666666668,22.2,1014.425
2021-05-16,EL HIERRO,0,8,0,0,0,19.5,21.2,1015.8
2021-05-16,FUERTEVENTURA,0,137,0,1,0,19.1,22.0,1014.2
2021-05-16,LANZAROTE,33,550,0,4,3,18.7,23.0,1014.4
2021-05-16,TENERIFE,71,1183,10,69,21,20.8,24.6,1015.0
2021-05-16,LA PALMA,1,46,0,0,1,19.1,21.2,1015.4
2021-05-16,LA GOMERA,0,9,0,0,0,17.7,20.8,992.6
2021-05-17,LA PALMA,1,116,0,0,0,19.4,20.9,1017.0
2021-05-17,FUERTEVENTURA,3,206,0,1,0,19.3,22.0,1015.6
2021-05-17,LANZAROTE,27,533,1,4,4,18.4,22.4,1016.9
2021-05-17,TENERIFE,61,2526,6,71,20,20.3,23.2,1015.8
2021-05-17,LA GOMERA,0,39,0,0,0,18.3,20.8,994.0
2021-05-17,GRAN CANARIA,26,1689,4,54,27,19.35555555555556,22.33333333333333,1013.7
2021-05-17,EL HIERRO,0,35,0,0,0,19.8,21.4,1017.4
2021-05-18,LANZAROTE,13,561,1,4,4,18.0,22.4,1016.6
2021-05-18,LA GOMERA,0,44,0,0,0,18.3,20.6,994.7
2021-05-18,GRAN CANARIA,40,2285,2,47,26,19.544444444444444,22.46666666666667,1012.975
2021-05-18,TENERIFE,44,2432,13,74,18,19.2,23.3,1016.7
2021-05-18,FUERTEVENTURA,1,232,0,0,0,18.7,23.2,1015.5
2021-05-18,LA PALMA,1,124,1,1,1,19.1,21.7,1017.2
2021-05-18,EL HIERRO,1,20,0,0,0,19.6,21.2,1018.0
2021-05-19,FUERTEVENTURA,3,607,1,1,0,19.7,21.8,1014.5
2021-05-19,EL HIERRO,0,5,0,0,0,19.2,21.0,1017.8
2021-05-19,LA GOMERA,0,22,0,0,0,17.7,22.4,994.7
2021-05-19,LA PALMA,9,204,0,1,1,18.6,20.8,1017.1
2021-05-19,GRAN CANARIA,50,1867,3,46,26,19.73333333333333,22.6,1012.25
2021-05-19,TENERIFE,100,2525,5,79,16,20.0,22.6,1016.3
2021-05-19,LANZAROTE,22,443,1,4,4,18.7,22.2,1015.5
2021-05-20,LANZAROTE,15,467,0,4,3,18.7,24.4,1013.1
2021-05-20,TENERIFE,88,2460,8,79,19,20.3,25.6,1014.0
2021-05-20,EL HIERRO,0,128,0,0,0,19.5,21.6,1015.8
2021-05-20,LA GOMERA,0,33,0,0,0,18.3,21.6,992.2
2021-05-20,FUERTEVENTURA,5,221,0,0,0,20.1,23.4,1012.6
2021-05-20,LA PALMA,4,190,2,3,1,19.0,22.6,1014.9
2021-05-20,GRAN CANARIA,45,1603,2,41,22,19.922222222222224,22.73333333333333,1011.525
2021-05-21,LA GOMERA,0,39,0,0,0,20.7,24.2,990.3
2021-05-21,EL HIERRO,0,38,0,0,0,20.0,21.8,1014.2
2021-05-21,GRAN CANARIA,26,1495,0,35,25,20.11111111111111,22.866666666666667,1010.8
2021-05-21,FUERTEVENTURA,4,300,0,0,0,21.7,23.9,1012.6
2021-05-21,LANZAROTE,21,412,0,4,3,19.4,25.0,1014.0
2021-05-21,TENERIFE,83,2743,11,77,16,24.2,27.4,1012.8
2021-05-21,LA PALMA,1,88,0,3,1,20.8,23.0,1014.1
2021-05-22,LA GOMERA,0,15,0,0,0,20.0,22.6,992.1
2021-05-22,GRAN CANARIA,28,1238,2,39,25,20.3,23.0,1013.0
2021-05-22,FUERTEVENTURA,2,148,0,0,0,19.5,22.2,1013.8
2021-05-22,TENERIFE,38,1485,9,82,19,21.0,24.2,1015.8
2021-05-22,EL HIERRO,0,17,0,0,0,19.9,21.2,1016.5
2021-05-22,LA PALMA,2,108,1,3,2,19.7,21.3,1016.1
2021-05-22,LANZAROTE,8,261,1,5,3,18.7,23.5,1015.3
2021-05-23,TENERIFE,52,1169,6,86,19,19.2,21.5,1018.9
2021-05-23,EL HIERRO,0,2,0,0,0,19.1,20.2,1019.4
2021-05-23,FUERTEVENTURA,11,133,0,0,0,18.4,21.0,1017.4
2021-05-23,LA PALMA,1,79,0,3,2,18.1,20.6,1019.1
2021-05-23,LA GOMERA,0,4,0,0,0,18.4,21.3,995.8
2021-05-23,GRAN CANARIA,29,957,1,39,25,18.8,21.1,1016.5
2021-05-23,LANZAROTE,4,225,1,6,3,17.8,21.4,1018.6
2021-05-24,FUERTEVENTURA,2,189,1,1,0,17.7,21.3,1016.9
2021-05-24,LA GOMERA,0,32,0,0,0,17.9,20.9,996.0
2021-05-24,EL HIERRO,0,19,0,0,0,19.0,20.0,1019.5
2021-05-24,LANZAROTE,21,623,0,3,4,17.3,21.2,1017.7
2021-05-24,GRAN CANARIA,25,1578,6,38,25,18.3,20.8,1016.3
2021-05-24,TENERIFE,51,2480,5,88,16,18.9,21.0,1018.8
2021-05-24,LA PALMA,1,119,0,3,2,18.6,20.6,1019.1
2021-05-25,LANZAROTE,39,649,0,3,3,18.0,21.6,1019.1
2021-05-25,EL HIERRO,0,27,0,0,0,19.3,20.8,1020.2
2021-05-25,FUERTEVENTURA,4,204,0,1,0,18.5,21.6,1017.9
2021-05-25,GRAN CANARIA,19,1656,2,38,25,18.9,21.3,1016.5
2021-05-25,LA GOMERA,0,13,0,0,0,18.4,21.6,996.5
2021-05-25,LA PALMA,0,107,0,3,2,18.700000000000003,20.5,1018.8
2021-05-25,TENERIFE,45,2043,2,80,15,19.2,21.4,1019.0
2021-05-26,EL HIERRO,0,25,0,0,0,18.8,20.2,1019.6
2021-05-26,GRAN CANARIA,28,1638,7,40,23,18.3,21.2,1016.3
2021-05-26,LA PALMA,0,105,0,3,1,18.8,20.4,1018.5
2021-05-26,TENERIFE,82,2861,7,78,16,18.8,21.3,1018.6
2021-05-26,LA GOMERA,0,11,0,0,0,16.7,20.0,996.5
2021-05-26,LANZAROTE,22,519,1,4,3,17.2,21.0,1018.5
2021-05-26,FUERTEVENTURA,4,378,0,1,0,17.6,21.4,1017.4
2021-05-27,TENERIFE,68,2619,5,75,15,19.1,21.8,1014.2
2021-05-27,LANZAROTE,25,460,1,4,3,16.0,20.6,1014.9
2021-05-27,GRAN CANARIA,18,1489,1,35,22,18.5,21.2,1012.1
2021-05-27,LA GOMERA,0,7,0,0,0,17.3,20.3,992.6
2021-05-27,LA PALMA,0,106,1,3,1,19.1,20.5,1014.0
2021-05-27,EL HIERRO,0,29,0,0,0,19.3,20.8,1015.2
2021-05-27,FUERTEVENTURA,2,203,0,1,0,17.1,20.7,1013.6
2021-05-28,LA GOMERA,0,9,0,0,0,16.6,20.0,992.7
2021-05-28,TENERIFE,62,2526,3,59,14,19.1,22.6,1014.0
2021-05-28,LA PALMA,0,88,0,1,1,18.7,20.8,1014.1
2021-05-28,LANZAROTE,17,467,0,4,2,17.9,22.0,1015.9
2021-05-28,GRAN CANARIA,17,1544,1,36,20,18.6,21.2,1013.0
2021-05-28,EL HIERRO,0,10,0,0,0,19.3,21.0,1015.2
2021-05-28,FUERTEVENTURA,10,283,0,1,0,18.8,21.6,1014.8
2021-05-29,LANZAROTE,5,386,1,5,2,15.0,21.6,1015.9
2021-05-29,EL HIERRO,0,5,0,0,0,19.2,21.0,1015.4
2021-05-29,GRAN CANARIA,15,1303,4,39,20,17.8,21.4,1013.0
2021-05-29,TENERIFE,41,1571,1,59,14,17.5,22.0,1014.0
2021-05-29,LA PALMA,2,134,0,1,1,17.9,20.2,1014.3
2021-05-29,FUERTEVENTURA,7,228,0,1,0,17.2,20.6,1014.9
2021-05-29,LA GOMERA,1,8,0,0,0,16.2,19.1,992.7
2021-05-30,FUERTEVENTURA,3,150,0,1,0,19.3,21.4,1014.1
2021-05-30,EL HIERRO,0,3,0,0,0,19.7,21.2,1015.5
2021-05-30,LA PALMA,0,90,0,1,1,19.5,21.5,1014.5
2021-05-30,GRAN CANARIA,19,1012,1,41,19,19.4,22.6,1012.4
2021-05-30,LANZAROTE,9,272,1,6,2,18.3,23.1,1015.4
2021-05-30,TENERIFE,54,1487,3,70,14,19.9,22.6,1014.1
2021-05-30,LA GOMERA,0,24,0,0,0,16.6,20.4,992.4
2021-05-31,TENERIFE,48,2571,3,59,13,18.7,22.2,1013.4
2021-05-31,GRAN CANARIA,19,1570,1,39,16,18.8,21.6,1012.1
2021-05-31,LA GOMERA,0,26,0,0,0,17.6,21.1,993.1
2021-05-31,LA PALMA,0,105,0,1,1,18.7,20.6,1013.5
2021-05-31,EL HIERRO,0,24,0,0,0,19.6,21.2,1014.7
2021-05-31,LANZAROTE,7,604,1,6,2,17.7,21.4,1014.9
2021-05-31,FUERTEVENTURA,3,235,0,1,0,19.0,21.2,1013.8
2021-06-01,TENERIFE,83,2597,5,56,13,17.6,22.0,1012.4
2021-06-01,FUERTEVENTURA,6,225,1,1,0,18.5,20.8,1013.2
2021-06-01,LA GOMERA,0,26,0,0,0,16.8,19.4,991.2
2021-06-01,LANZAROTE,7,571,0,5,2,16.7,21.7,1014.1
2021-06-01,EL HIERRO,0,23,0,0,0,18.8,20.8,1013.8
2021-06-01,GRAN CANARIA,30,1656,1,38,14,18.2,21.1,1011.7
2021-06-01,LA PALMA,1,116,0,2,0,17.6,20.4,1012.5
2021-06-02,TENERIFE,80,2205,5,57,14,18.6,21.8,1014.4
2021-06-02,FUERTEVENTURA,12,428,1,1,0,17.6,20.5,1014.8
2021-06-02,GRAN CANARIA,35,1499,4,38,14,18.8,21.4,1013.0
2021-06-02,EL HIERRO,0,10,0,0,0,19.7,22.0,1015.6
2021-06-02,LA PALMA,0,47,0,2,0,18.2,20.8,1014.5
2021-06-02,LANZAROTE,12,477,2,5,2,16.6,21.8,1016.0
2021-06-02,LA GOMERA,0,14,0,0,0,17.6,20.6,993.4
2021-06-03,GRAN CANARIA,27,1468,2,34,14,19.0,22.0,1017.5
2021-06-03,FUERTEVENTURA,9,286,0,0,0,18.6,21.4,1019.1
2021-06-03,LA GOMERA,0,40,0,0,0,17.5,20.5,996.9
