fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin,isla
2021-02-24,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"20,0","0,0","15,4",04:12,"24,5",Varias,99,"7,2","14,4",Varias,"10,6","1023,4",Varias,"1019,7",05,72,92,Varias,39,15:39,Lanzarote
2021-02-25,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"18,6","0,8","14,4",23:35,"22,9",14:08,99,"9,2","15,3",Varias,"9,1","1025,3",Varias,"1022,6",03,68,84,Varias,52,16:58,Lanzarote
2021-02-26,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"17,6","1,1","13,7",Varias,"21,5",14:29,01,"9,2","16,4",12:51,"9,9","1024,6",00,"1020,9",18,59,92,19:37,38,13:09,Lanzarote
2021-02-27,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"16,8","0,0","12,8",04:52,"20,7",12:44,33,"5,3","11,7",11:27,"9,6","1021,6",00,"1014,4",23,62,89,00:40,41,13:36,Lanzarote
2021-02-28,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"17,5",Ip,"12,6",02:39,"22,4",14:22,99,"5,8","11,7",16:08,"8,6","1014,5",00,"1010,9",15,66,88,Varias,44,15:44,Lanzarote
2021-03-01,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"18,0","0,0","13,4",05:59,"22,7",14:23,99,"6,7","12,8",Varias,"9,6","1018,1",Varias,"1012,5",04,64,85,Varias,44,11:56,Lanzarote
2021-03-02,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"18,3","0,0","13,6",04:11,"23,0",11:41,99,"5,8","12,5",Varias,"4,3","1020,4",Varias,"1017,1",05,68,89,Varias,50,14:03,Lanzarote
2021-03-03,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"18,5","0,0","13,3",07:02,"23,7",13:31,99,"6,1","11,7",Varias,,"1020,3",Varias,"1017,7",16,68,88,Varias,49,13:31,Lanzarote
2021-03-04,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"18,2","0,0","13,1",Varias,"23,2",14:21,33,"4,2","10,8",Varias,"10,6","1019,6",Varias,"1016,9",18,63,89,02:21,44,14:07,Lanzarote
2021-03-05,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"18,8","0,7","14,0",07:01,"23,5",Varias,99,"4,7","13,3",Varias,"8,1","1017,9",00,"1013,5",16,69,93,21:02,50,15:49,Lanzarote
2021-03-06,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"17,8","1,2","13,9",06:54,"21,7",12:14,99,"8,9","14,4",Varias,"8,0","1019,4",Varias,"1014,5",05,69,96,Varias,53,14:44,Lanzarote
2021-03-07,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"18,9","0,5","15,3",07:18,"22,5",13:31,99,"7,8","13,9",Varias,"7,9","1021,2",Varias,"1018,1",16,62,88,07:20,44,14:30,Lanzarote
2021-03-08,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"18,2","0,1","14,4",05:43,"21,9",12:32,34,"5,6","12,5",16:43,"7,0","1018,9",00,"1015,4",17,72,96,Varias,50,15:54,Lanzarote
2021-03-09,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"18,1","0,0","15,1",Varias,"21,1",12:41,01,"9,2","17,5",13:37,"7,1","1018,7",23,"1015,6",06,54,79,00:22,38,11:26,Lanzarote
2021-03-10,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"18,2","0,0","15,3",23:48,"21,1",13:05,01,"9,4","16,4",00:21,"6,2","1020,9",Varias,"1017,4",05,57,74,Varias,43,16:05,Lanzarote
2021-03-11,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"19,5","0,0","15,2",00:08,"23,8",Varias,99,"4,2","12,5",Varias,"10,9","1023,1",Varias,"1019,2",03,55,81,Varias,29,15:03,Lanzarote
2021-03-12,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"18,4","0,0","13,2",04:09,"23,6",13:20,99,"5,8","11,4",Varias,"9,7","1022,6",Varias,"1018,8",17,67,87,07:15,47,12:27,Lanzarote
2021-03-13,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"18,6","0,0","14,2",00:00,"22,9",14:46,99,"5,6","12,8",Varias,"5,5","1020,1",Varias,"1017,1",16,66,81,00:03,54,Varias,Lanzarote
2021-03-14,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"19,2","0,0","15,8",06:42,"22,7",17:19,99,"5,0","10,3",19:19,"8,0","1018,8",00,"1015,4",17,72,86,Varias,58,17:20,Lanzarote
2021-03-15,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"18,8","0,0","12,8",05:38,"24,7",15:12,99,"4,7","10,3",Varias,"11,0","1016,9",00,"1014,3",16,73,91,Varias,51,14:57,Lanzarote
2021-03-16,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"19,6","0,0","14,1",Varias,"25,1",13:47,35,"6,7","12,8",17:00,"11,4","1016,0",00,"1013,0",18,69,91,Varias,48,13:48,Lanzarote
2021-03-17,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,,"0,0",,,,,,"5,6",,,"10,6","1014,8",Varias,"1011,8",16,63,,,,,Lanzarote
2021-03-18,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"19,0","0,0","14,6",02:10,"23,4",13:48,33,"5,8","14,4",Varias,"8,0","1014,4",Varias,"1011,8",18,60,84,03:15,43,14:01,Lanzarote
